E-UTM [m],N-UTM [m],Rew [m/s2],Rns [m/s2],Rgh [m/s2],
       706475.500000,      4960923.000000,            0.082000,            0.074000,            0.078000,
       706044.200000,      4960674.000000,            0.102000,            0.057000,            0.076000,
       690205.700000,      4941687.000000,            0.060000,            0.074000,            0.067000,
       690704.200000,      4941687.000000,            0.054000,            0.076000,            0.064000,
       690454.800000,      4942119.000000,            0.068000,            0.087000,            0.077000,
       706906.700000,      4960176.000000,            0.013000,            0.003000,            0.006000,
       706906.700000,      4960674.000000,            0.012000,            0.005000,            0.008000,
       706906.700000,      4959678.000000,            0.015000,            0.004000,            0.007000,
       706475.500000,      4959927.000000,            0.056000,            0.039000,            0.047000,
       706906.700000,      4959180.000000,            0.009000,            0.004000,            0.006000,
       706475.500000,      4959429.000000,            0.080000,            0.051000,            0.064000,
       706475.500000,      4958931.000000,            0.075000,            0.055000,            0.064000,
       706906.700000,      4958682.000000,            0.013000,            0.005000,            0.008000,
       706906.700000,      4958184.000000,            0.012000,            0.006000,            0.008000,
       693196.900000,      4941687.000000,            0.047000,            0.124000,            0.077000,
       693695.400000,      4941687.000000,            0.047000,            0.108000,            0.071000,
       693446.000000,      4942119.000000,            0.061000,            0.110000,            0.082000,
       693446.300000,      4941256.000000,            0.008000,            0.015000,            0.011000,
       693944.800000,      4941256.000000,            0.007000,            0.018000,            0.012000,
       694443.300000,      4941256.000000,            0.009000,            0.020000,            0.014000,
       694194.000000,      4941687.000000,            0.054000,            0.078000,            0.065000,
       694941.900000,      4941256.000000,            0.008000,            0.019000,            0.012000,
       694692.500000,      4941687.000000,            0.068000,            0.075000,            0.072000,
       694941.400000,      4942982.000000,            0.039000,            0.065000,            0.050000,
       695439.900000,      4942982.000000,            0.030000,            0.080000,            0.049000,
       695190.500000,      4943414.000000,            0.046000,            0.086000,            0.063000,
       695191.000000,      4941687.000000,            0.055000,            0.075000,            0.064000,
       695689.600000,      4941687.000000,            0.038000,            0.061000,            0.048000,
       695440.200000,      4942119.000000,            0.049000,            0.071000,            0.059000,
       696188.100000,      4941687.000000,            0.033000,            0.052000,            0.042000,
       695938.700000,      4942119.000000,            0.043000,            0.073000,            0.056000,
       705612.900000,      4951463.000000,            0.068000,            0.083000,            0.075000,
       705612.900000,      4950965.000000,            0.035000,            0.070000,            0.050000,
       706044.200000,      4951214.000000,            0.061000,            0.046000,            0.053000,
       696437.500000,      4941256.000000,            0.004000,            0.014000,            0.008000,
       696936.000000,      4941256.000000,            0.006000,            0.016000,            0.010000,
       696686.600000,      4941687.000000,            0.046000,            0.064000,            0.054000,
       706044.200000,      4950218.000000,            0.090000,            0.064000,            0.076000,
       706044.200000,      4949720.000000,            0.075000,            0.072000,            0.074000,
       706475.500000,      4949969.000000,            0.046000,            0.059000,            0.052000,
       697185.200000,      4941687.000000,            0.027000,            0.051000,            0.037000,
       697683.700000,      4941687.000000,            0.035000,            0.049000,            0.042000,
       697434.300000,      4942119.000000,            0.027000,            0.049000,            0.036000,
       698182.200000,      4941687.000000,            0.046000,            0.045000,            0.046000,
       697932.800000,      4942119.000000,            0.031000,            0.042000,            0.036000,
       706906.700000,      4952209.000000,            0.021000,            0.021000,            0.021000,
       706906.700000,      4952707.000000,            0.016000,            0.014000,            0.015000,
       706475.500000,      4952458.000000,            0.038000,            0.044000,            0.041000,
       698930.200000,      4941256.000000,            0.004000,            0.017000,            0.008000,
       698680.800000,      4941687.000000,            0.035000,            0.059000,            0.046000,
       698431.600000,      4941256.000000,            0.005000,            0.015000,            0.009000,
       706475.500000,      4950965.000000,            0.038000,            0.037000,            0.037000,
       706475.500000,      4951463.000000,            0.056000,            0.059000,            0.058000,
       699677.600000,      4942551.000000,            0.032000,            0.057000,            0.043000,
       699428.200000,      4942982.000000,            0.044000,            0.056000,            0.050000,
       699179.000000,      4942551.000000,            0.028000,            0.065000,            0.043000,
       706906.700000,      4951214.000000,            0.019000,            0.021000,            0.020000,
       706906.700000,      4950716.000000,            0.016000,            0.023000,            0.019000,
       700425.800000,      4941256.000000,            0.005000,            0.025000,            0.011000,
       700176.400000,      4941687.000000,            0.037000,            0.036000,            0.037000,
       699927.200000,      4941256.000000,            0.005000,            0.026000,            0.011000,
       706906.700000,      4949720.000000,            0.020000,            0.027000,            0.024000,
       706475.500000,      4949471.000000,            0.046000,            0.053000,            0.049000,
       706906.700000,      4949222.000000,            0.019000,            0.026000,            0.022000,
