Station Code,Monitor ID,Repi [km],E_UTM [m],N_UTM [m],LON [dd],LAT [dd],
MON1612, 1612, 2.660000e+01, 6.669266e+05, 4.498143e+06, 2.297300e+01, 4.061700e+01,
MON1613, 1613, 2.830000e+01, 6.654411e+05, 4.497252e+06, 2.295600e+01, 4.061000e+01,
MON1614, 1614, 2.820000e+01, 6.655616e+05, 4.497307e+06, 2.295700e+01, 4.061000e+01,
MON1615, 1615, 2.640000e+01, 6.671372e+05, 4.498053e+06, 2.297600e+01, 4.061600e+01,
MON1616, 1616, 27, 6.662538e+05, 4.498681e+06, 2.296600e+01, 4.062200e+01,
MON1617, 1617, 2.860000e+01, 6.654782e+05, 4.496456e+06, 2.295600e+01, 4.060200e+01,
MON1618, 1618, 28, 6.658706e+05, 4.496965e+06, 2.296100e+01, 4.060700e+01,
MON1619, 1619, 2.820000e+01, 6.653369e+05, 4.497693e+06, 2.295400e+01, 4.061400e+01,
MON1620, 1620, 2.780000e+01, 6.659336e+05, 4.497371e+06, 2.296100e+01, 4.061100e+01,
MON1621, 1621, 2.890000e+01, 6.653317e+05, 4.496172e+06, 2.295400e+01, 4.060000e+01,
MON1622, 1622, 2.660000e+01, 6.663219e+05, 4.499559e+06, 2.296700e+01, 4.063000e+01,
MON1623, 1623, 2.790000e+01, 6.658373e+05, 4.497451e+06, 2.296000e+01, 4.061100e+01,
MON1624, 1624, 28, 6.656834e+05, 4.497453e+06, 2.295900e+01, 4.061100e+01,
MON1625, 1625, 2.620000e+01, 6.673322e+05, 4.498277e+06, 2.297800e+01, 4.061800e+01,
MON1626, 1626, 2.630000e+01, 6.672396e+05, 4.498181e+06, 2.297700e+01, 4.061800e+01,
MON1627, 1627, 2.640000e+01, 6.671958e+05, 4.497983e+06, 2.297700e+01, 4.061600e+01,
MON1628, 1628, 2.640000e+01, 6.671747e+05, 4.498036e+06, 2.297600e+01, 4.061600e+01,
MON1629, 1629, 2.790000e+01, 6.658407e+05, 4.497398e+06, 2.296000e+01, 4.061100e+01,
MON1630, 1630, 2.610000e+01, 6.674806e+05, 4.498210e+06, 2.298000e+01, 4.061800e+01,
MON1631, 1631, 2.830000e+01, 6.653447e+05, 4.497424e+06, 2.295500e+01, 4.061100e+01,
MON1632, 1632, 2.840000e+01, 6.653683e+05, 4.497257e+06, 2.295500e+01, 4.061000e+01,
MON1633, 1633, 2.850000e+01, 6.654498e+05, 4.496845e+06, 2.295600e+01, 4.060600e+01,
MON1634, 1634, 26, 6.675113e+05, 4.498250e+06, 2.298000e+01, 4.061800e+01,
MON1635, 1635, 2.650000e+01, 6.669368e+05, 4.498299e+06, 2.297400e+01, 4.061900e+01,
MON1636, 1636, 2.780000e+01, 6.659862e+05, 4.497284e+06, 2.296200e+01, 4.061000e+01,
MON1637, 1637, 2.850000e+01, 6.652820e+05, 4.497152e+06, 2.295400e+01, 4.060900e+01,
MON1638, 1638, 2.660000e+01, 6.671229e+05, 4.497781e+06, 2.297600e+01, 4.061400e+01,
MON1639, 1639, 2.850000e+01, 6.658003e+05, 4.496025e+06, 2.296000e+01, 4.059800e+01,
MON1640, 1640, 3.090000e+01, 6.615486e+05, 4.500511e+06, 2.291000e+01, 4.064000e+01,
MON1641, 1641, 2.860000e+01, 663831, 4.500903e+06, 2.293800e+01, 4.064300e+01,
MON1642, 1642, 2.760000e+01, 6.650121e+05, 4.500525e+06, 2.295100e+01, 4.063900e+01,
MON1643, 1643, 2.770000e+01, 6.648649e+05, 4.500534e+06, 2.295000e+01, 4.063900e+01,
MON1644, 1644, 29, 6.636889e+05, 4.500068e+06, 2.293600e+01, 4.063500e+01,
MON1645, 1645, 28, 6.655856e+05, 4.497737e+06, 2.295700e+01, 4.061400e+01,
MON1646, 1646, 2.740000e+01, 6.656666e+05, 4.499172e+06, 2.295900e+01, 4.062700e+01,
MON1647, 1647, 2.770000e+01, 6.657504e+05, 4.498104e+06, 2.295900e+01, 4.061700e+01,
MON1648, 1648, 2.710000e+01, 6.668777e+05, 4.497037e+06, 2.297300e+01, 4.060700e+01,
MON1649, 1649, 2.810000e+01, 6.652978e+05, 4.498217e+06, 2.295400e+01, 4.061800e+01,
MON1650, 1650, 2.710000e+01, 6.661674e+05, 4.498685e+06, 2.296500e+01, 4.062200e+01,
MON1651, 1651, 2.820000e+01, 6.661589e+05, 4.495942e+06, 2.296400e+01, 4.059800e+01,
MON1652, 1652, 28, 6.655514e+05, 4.497797e+06, 2.295700e+01, 4.061400e+01,
MON1653, 1653, 2.650000e+01, 6.672114e+05, 4.497744e+06, 2.297700e+01, 4.061400e+01,
MON1654, 1654, 2.660000e+01, 6.665692e+05, 4.498958e+06, 2.296900e+01, 4.062500e+01,
MON1655, 1655, 2.740000e+01, 6.659800e+05, 4.498447e+06, 2.296200e+01, 4.062000e+01,
MON1656, 1656, 28, 6.655921e+05, 4.497796e+06, 2.295800e+01, 4.061400e+01,
MON1657, 1657, 2.790000e+01, 6.655975e+05, 4.497858e+06, 2.295800e+01, 4.061500e+01,
MON1658, 1658, 2.760000e+01, 6.657362e+05, 4.498372e+06, 2.295900e+01, 4.062000e+01,
MON1659, 1659, 2.740000e+01, 6.667697e+05, 4.496540e+06, 2.297100e+01, 4.060300e+01,
MON1660, 1660, 2.880000e+01, 6.658619e+05, 4.495206e+06, 2.296000e+01, 4.059100e+01,
MON1661, 1661, 2.650000e+01, 6.664608e+05, 4.499596e+06, 2.296800e+01, 4.063000e+01,
MON1662, 1662, 2.860000e+01, 6.660099e+05, 4.495376e+06, 2.296200e+01, 4.059300e+01,
MON1663, 1663, 2.670000e+01, 6.668194e+05, 4.498127e+06, 2.297200e+01, 4.061700e+01,
MON1664, 1664, 2.610000e+01, 6.673073e+05, 4.498507e+06, 2.297800e+01, 4.062000e+01,
MON1665, 1665, 2.610000e+01, 6.675543e+05, 4.497926e+06, 2.298100e+01, 4.061500e+01,
MON1666, 1666, 2.870000e+01, 6.654046e+05, 4.496368e+06, 2.295500e+01, 4.060200e+01,
MON1667, 1667, 2.870000e+01, 6.652836e+05, 4.496611e+06, 2.295400e+01, 4.060400e+01,
MON1668, 1668, 2.810000e+01, 6.659284e+05, 4.496730e+06, 2.296100e+01, 4.060500e+01,
MON1669, 1669, 2.850000e+01, 6.659668e+05, 4.495613e+06, 2.296100e+01, 4.059500e+01,
MON1670, 1670, 26, 6.677063e+05, 4.497905e+06, 2.298300e+01, 4.061500e+01,
MON1671, 1671, 28, 6.657948e+05, 4.497260e+06, 2.296000e+01, 4.061000e+01,
MON1672, 1672, 2.610000e+01, 6.673501e+05, 4.498321e+06, 2.297800e+01, 4.061900e+01,
MON1673, 1673, 28, 6.657816e+05, 4.497215e+06, 2.296000e+01, 4.060900e+01,
MON1674, 1674, 27, 6.666023e+05, 4.497839e+06, 2.296900e+01, 4.061500e+01,
MON1675, 1675, 2.630000e+01, 6.673097e+05, 4.497931e+06, 2.297800e+01, 4.061500e+01,
MON1676, 1676, 2.840000e+01, 6.655044e+05, 4.496796e+06, 2.295600e+01, 4.060500e+01,
MON1677, 1677, 2.620000e+01, 6.673918e+05, 4.498112e+06, 2.297900e+01, 4.061700e+01,
MON1678, 1678, 2.660000e+01, 6.670475e+05, 4.497950e+06, 2.297500e+01, 4.061600e+01,
MON1679, 1679, 2.660000e+01, 6.670148e+05, 4.497874e+06, 2.297400e+01, 4.061500e+01,
MON1680, 1680, 2.670000e+01, 6.668317e+05, 4.498082e+06, 2.297200e+01, 4.061700e+01,
MON1681, 1681, 2.770000e+01, 6.660483e+05, 4.497477e+06, 2.296300e+01, 4.061100e+01,
MON1682, 1682, 2.810000e+01, 6.656430e+05, 4.497299e+06, 2.295800e+01, 4.061000e+01,
MON1683, 1683, 2.710000e+01, 6.665240e+05, 4497804, 2.296900e+01, 4.061400e+01,
MON1684, 1684, 2.810000e+01, 6.656232e+05, 4.497383e+06, 2.295800e+01, 4.061100e+01,
MON1685, 1685, 2.870000e+01, 6.654513e+05, 4.496222e+06, 2.295500e+01, 4.060000e+01,
MON1686, 1686, 2.770000e+01, 6.660105e+05, 4.497383e+06, 2.296200e+01, 4.061100e+01,
MON1687, 1687, 26, 6.674677e+05, 4.498272e+06, 2.298000e+01, 4.061800e+01,
MON1688, 1688, 2.890000e+01, 6.653662e+05, 4.496016e+06, 2.295400e+01, 4.059800e+01,
MON1689, 1689, 27, 6.664457e+05, 4498146, 2.296800e+01, 4.061700e+01,
MON1690, 1690, 2.880000e+01, 6.653576e+05, 4.496269e+06, 2.295400e+01, 4.060100e+01,
MON1691, 1691, 2.670000e+01, 6.662410e+05, 4.499673e+06, 2.296600e+01, 4.063100e+01,
MON1692, 1692, 2.640000e+01, 6.672091e+05, 4.497889e+06, 2.297700e+01, 4.061500e+01,
MON1693, 1693, 2.780000e+01, 6.659488e+05, 4.497279e+06, 2.296200e+01, 4.061000e+01,
MON1694, 1694, 27, 6.665108e+05, 4.498014e+06, 2.296800e+01, 4.061600e+01,
MON1695, 1695, 2.790000e+01, 6.660432e+05, 4.496894e+06, 2.296300e+01, 4.060600e+01,
MON1696, 1696, 2.840000e+01, 6.657325e+05, 4.496433e+06, 2.295900e+01, 4.060200e+01,
MON1697, 1697, 2.850000e+01, 6.658605e+05, 4.495861e+06, 2.296000e+01, 4.059700e+01,
MON1698, 1698, 2.850000e+01, 6.656742e+05, 4.496295e+06, 2.295800e+01, 4.060100e+01,
MON1699, 1699, 2.640000e+01, 6.672875e+05, 4.497784e+06, 2.297800e+01, 4.061400e+01,
MON1700, 1700, 2.890000e+01, 6.655875e+05, 4.495520e+06, 2.295700e+01, 4.059400e+01,
MON1701, 1701, 2.640000e+01, 6.670627e+05, 4.498400e+06, 2.297500e+01, 4.062000e+01,
MON1702, 1702, 2.640000e+01, 6.670299e+05, 4.498415e+06, 2.297500e+01, 4.062000e+01,
MON1703, 1703, 26, 6.676182e+05, 4.498012e+06, 2.298200e+01, 4.061600e+01,
MON1704, 1704, 2.840000e+01, 6.653118e+05, 4.497315e+06, 2.295400e+01, 4.061000e+01,
MON1705, 1705, 2.830000e+01, 6.657771e+05, 4.496539e+06, 2.295900e+01, 4.060300e+01,
MON1706, 1706, 2.830000e+01, 6.652358e+05, 4.497693e+06, 2.295300e+01, 4.061400e+01,
MON1707, 1707, 2.820000e+01, 6.656844e+05, 4.496924e+06, 2.295800e+01, 4.060700e+01,
MON1708, 1708, 2.630000e+01, 6.671383e+05, 4.498365e+06, 2.297600e+01, 4.061900e+01,
MON1709, 1709, 2.630000e+01, 6.672012e+05, 4.498248e+06, 2.297700e+01, 4.061800e+01,
MON1710, 1710, 2.930000e+01, 6.652629e+05, 4.495392e+06, 2.295300e+01, 4.059300e+01,
MON1711, 1711, 2.870000e+01, 6.636000e+05, 4.501496e+06, 2.293500e+01, 4.064800e+01,
MON1712, 1712, 2.740000e+01, 6.651669e+05, 4.500517e+06, 2.295300e+01, 4.063900e+01,
MON1713, 1713, 2.860000e+01, 6.638051e+05, 4.501211e+06, 2.293700e+01, 4.064600e+01,
MON1714, 1714, 2.750000e+01, 6.652190e+05, 4.500285e+06, 2.295400e+01, 4.063700e+01,
MON1715, 1715, 29, 6.634415e+05, 4.500726e+06, 2.293300e+01, 4.064100e+01,
MON1716, 1716, 2.680000e+01, 6.669279e+05, 4.497546e+06, 2.297300e+01, 4.061200e+01,
MON1717, 1717, 2.750000e+01, 6.668986e+05, 4.495951e+06, 2.297200e+01, 4.059800e+01,
MON1718, 1718, 2.680000e+01, 6.674645e+05, 4.496564e+06, 2.297900e+01, 4.060300e+01,
MON1719, 1719, 2.610000e+01, 6.676132e+05, 4.497714e+06, 2.298100e+01, 4.061300e+01,
MON1720, 1720, 2.670000e+01, 6.670581e+05, 4.497513e+06, 2.297500e+01, 4.061200e+01,
MON1721, 1721, 2.630000e+01, 6.674913e+05, 4.497685e+06, 2.298000e+01, 4.061300e+01,
MON1722, 1722, 28, 6.666418e+05, 4.495498e+06, 2.296900e+01, 4.059400e+01,
MON1723, 1723, 2.850000e+01, 6.660645e+05, 4.495551e+06, 2.296300e+01, 4.059400e+01,
MON1724, 1724, 2.590000e+01, 6.676279e+05, 4.498390e+06, 2.298200e+01, 4.061900e+01,
MON1725, 1725, 26, 6.676370e+05, 4.497938e+06, 2.298200e+01, 4.061500e+01,
MON1726, 1726, 2.650000e+01, 6.670102e+05, 4.498182e+06, 2.297400e+01, 4.061800e+01,
MON1727, 1727, 2.870000e+01, 6.655545e+05, 4.496166e+06, 2.295700e+01, 4.060000e+01,
MON1728, 1728, 2.610000e+01, 6.675741e+05, 4.497858e+06, 2.298100e+01, 4.061500e+01,
MON1729, 1729, 2.610000e+01, 6.674449e+05, 4.498226e+06, 2.298000e+01, 4.061800e+01,
MON1730, 1730, 2.810000e+01, 6.658310e+05, 4.496806e+06, 2.296000e+01, 4.060500e+01,
MON1731, 1731, 2.860000e+01, 6.653836e+05, 4.496721e+06, 2.295500e+01, 4.060500e+01,
MON1732, 1732, 2.610000e+01, 6.675462e+05, 4.498015e+06, 2.298100e+01, 4.061600e+01,
MON1733, 1733, 2.840000e+01, 6.656597e+05, 4.496519e+06, 2.295800e+01, 4.060300e+01,
MON1734, 1734, 2.660000e+01, 6.669312e+05, 4.498209e+06, 2.297300e+01, 4.061800e+01,
MON1735, 1735, 2.720000e+01, 6.662800e+05, 4.498047e+06, 2.296600e+01, 4.061700e+01,
MON1736, 1736, 2.660000e+01, 6.667616e+05, 4.498432e+06, 2.297200e+01, 4.062000e+01,
MON1737, 1737, 2.870000e+01, 6.657714e+05, 4.495592e+06, 2.295900e+01, 4.059500e+01,
MON1738, 1738, 2.850000e+01, 6.659409e+05, 4.495695e+06, 2.296100e+01, 4.059500e+01,
MON1739, 1739, 2.820000e+01, 6.653865e+05, 4.497579e+06, 2.295500e+01, 4.061200e+01,
MON1740, 1740, 2.650000e+01, 666491, 4.499399e+06, 2.296900e+01, 4.062900e+01,
MON1741, 1741, 2.830000e+01, 6.659897e+05, 4.496157e+06, 2.296200e+01, 4.060000e+01,
MON1742, 1742, 2.610000e+01, 6.676524e+05, 4.497816e+06, 2.298200e+01, 4.061400e+01,
MON1743, 1743, 2.780000e+01, 6.660195e+05, 4.497149e+06, 2.296200e+01, 4.060800e+01,
MON1744, 1744, 2.810000e+01, 6.656081e+05, 4.497453e+06, 2.295800e+01, 4.061100e+01,
MON1745, 1745, 28, 6.657569e+05, 4.497421e+06, 2.295900e+01, 4.061100e+01,
MON1746, 1746, 2.620000e+01, 6.674035e+05, 4.498040e+06, 2.297900e+01, 4.061600e+01,
MON1747, 1747, 2.840000e+01, 6.659018e+05, 4.495981e+06, 2.296100e+01, 4.059800e+01,
MON1748, 1748, 2.610000e+01, 6.673741e+05, 4.498258e+06, 2.297900e+01, 4.061800e+01,
MON1749, 1749, 2.810000e+01, 6.659143e+05, 4.496616e+06, 2.296100e+01, 4.060400e+01,
MON1750, 1750, 2.830000e+01, 6.656404e+05, 4.496756e+06, 2.295800e+01, 4.060500e+01,
MON1751, 1751, 2.660000e+01, 6.668086e+05, 4.498459e+06, 2.297200e+01, 4.062000e+01,
MON1752, 1752, 2.650000e+01, 6.664212e+05, 4.499569e+06, 2.296800e+01, 4.063000e+01,
MON1753, 1753, 2.650000e+01, 6.671611e+05, 4.497768e+06, 2.297600e+01, 4.061400e+01,
MON1754, 1754, 2.690000e+01, 6.663050e+05, 4.498752e+06, 2.296600e+01, 4.062300e+01,
MON1755, 1755, 2.860000e+01, 6.659017e+05, 4.495542e+06, 2.296100e+01, 4.059400e+01,
MON1756, 1756, 27, 6.663463e+05, 4.498608e+06, 2.296700e+01, 4.062200e+01,
MON1757, 1757, 28, 6.660783e+05, 4.496601e+06, 2.296300e+01, 4.060400e+01,
MON1758, 1758, 2.810000e+01, 6.654930e+05, 4.497689e+06, 2.295600e+01, 4.061300e+01,
MON1759, 1759, 2.650000e+01, 6.670382e+05, 4.498142e+06, 2.297500e+01, 4.061700e+01,
MON1760, 1760, 2.890000e+01, 6.654500e+05, 4.495760e+06, 2.295500e+01, 4.059600e+01,
MON1761, 1761, 2.820000e+01, 6.660688e+05, 4.496183e+06, 2.296300e+01, 4.060000e+01,
MON1762, 1762, 2.610000e+01, 6.676058e+05, 4.497899e+06, 2.298100e+01, 4.061500e+01,
MON1763, 1763, 2.660000e+01, 6.669469e+05, 4.498203e+06, 2.297400e+01, 4.061800e+01,
MON1764, 1764, 2.850000e+01, 6.660142e+05, 4.495514e+06, 2.296200e+01, 4.059400e+01,
MON1765, 1765, 2.880000e+01, 6.654709e+05, 4.496108e+06, 2.295600e+01, 4.059900e+01,
MON1766, 1766, 2.880000e+01, 6.653213e+05, 4.496373e+06, 2.295400e+01, 4.060200e+01,
MON1767, 1767, 27, 6.665474e+05, 4.497935e+06, 2.296900e+01, 4.061500e+01,
MON1768, 1768, 2.830000e+01, 6.661132e+05, 4.495730e+06, 2.296300e+01, 4.059600e+01,
MON1769, 1769, 2.710000e+01, 6.665659e+05, 4.497817e+06, 2.296900e+01, 4.061400e+01,
MON1770, 1770, 2.880000e+01, 6.656089e+05, 4.495719e+06, 2.295700e+01, 4.059600e+01,
MON1771, 1771, 2.610000e+01, 6.673911e+05, 4.498200e+06, 2.297900e+01, 4.061800e+01,
MON1772, 1772, 2.640000e+01, 6.672519e+05, 4.497993e+06, 2.297700e+01, 4.061600e+01,
MON1773, 1773, 2.680000e+01, 6.667385e+05, 4.498122e+06, 2.297100e+01, 4.061700e+01,
MON1774, 1774, 2.840000e+01, 6.652630e+05, 4.497431e+06, 2.295400e+01, 4.061100e+01,
MON1775, 1775, 2.650000e+01, 6.671544e+05, 4.497901e+06, 2.297600e+01, 4.061500e+01,
MON1776, 1776, 29, 6.654692e+05, 4495576, 2.295500e+01, 4.059400e+01,
MON1777, 1777, 2.650000e+01, 6.671442e+05, 4.497813e+06, 2.297600e+01, 4.061400e+01,
MON1778, 1778, 2.870000e+01, 6.636244e+05, 4.501551e+06, 2.293500e+01, 4.064900e+01,
MON1779, 1779, 2.820000e+01, 6.647562e+05, 4.499300e+06, 2.294800e+01, 4.062800e+01,
MON1780, 1780, 2.590000e+01, 6.677052e+05, 4.498008e+06, 2.298300e+01, 4.061600e+01,
MON1781, 1781, 2.620000e+01, 6.674197e+05, 4.497906e+06, 2.297900e+01, 4.061500e+01,
MON1782, 1782, 2.690000e+01, 6.664006e+05, 4.498610e+06, 2.296700e+01, 4.062200e+01,
MON1783, 1783, 2.840000e+01, 6.639688e+05, 4.501157e+06, 2.293900e+01, 4.064500e+01,
MON1784, 1784, 2.860000e+01, 6.641828e+05, 4.499814e+06, 2.294100e+01, 4.063300e+01,
MON1785, 1785, 2.740000e+01, 6.660021e+05, 4.498261e+06, 2.296200e+01, 4.061900e+01,
MON1786, 1786, 2.680000e+01, 6.668772e+05, 4.497619e+06, 2.297300e+01, 4.061300e+01,
MON1787, 1787, 29, 6.650537e+05, 4.496529e+06, 2.295100e+01, 4.060300e+01,
MON1788, 1788, 2.670000e+01, 6.676584e+05, 4.496320e+06, 2.298200e+01, 4.060100e+01,
MON1789, 1789, 2.660000e+01, 6.663874e+05, 4.499543e+06, 2.296700e+01, 4.063000e+01,
MON1790, 1790, 2.630000e+01, 6.676766e+05, 4.497141e+06, 2.298200e+01, 4.060800e+01,
MON1791, 1791, 2.650000e+01, 6.676993e+05, 4.496577e+06, 2.298200e+01, 4.060300e+01,
MON1792, 1792, 2.620000e+01, 6.679913e+05, 4.496788e+06, 2.298600e+01, 4.060500e+01,
MON1793, 1793, 3.020000e+01, 6.621365e+05, 4.501258e+06, 2.291800e+01, 4.064600e+01,
MON1794, 1794, 2.790000e+01, 6.651877e+05, 4.499126e+06, 2.295300e+01, 4.062600e+01,
MON1795, 1795, 2.640000e+01, 6.666232e+05, 4.499403e+06, 2.297000e+01, 4.062900e+01,
MON1796, 1796, 2.810000e+01, 6.658230e+05, 4.496895e+06, 2.296000e+01, 4.060600e+01,
MON1797, 1797, 29, 6.633786e+05, 4.501066e+06, 2.293200e+01, 4.064400e+01,
MON1798, 1798, 2.750000e+01, 6.660665e+05, 4.497903e+06, 2.296300e+01, 4.061500e+01,
MON1799, 1799, 2.790000e+01, 6.651378e+05, 4.499196e+06, 2.295300e+01, 4.062700e+01,
MON1800, 1800, 2.840000e+01, 6.651925e+05, 4.497601e+06, 2.295300e+01, 4.061300e+01,
MON1801, 1801, 2.630000e+01, 6.670678e+05, 4.498511e+06, 2.297500e+01, 4.062100e+01,
MON1802, 1802, 2.670000e+01, 6.667057e+05, 4.498417e+06, 2.297100e+01, 4.062000e+01,
MON1803, 1803, 2.650000e+01, 6.669980e+05, 4.498295e+06, 2.297400e+01, 4.061900e+01,
MON1804, 1804, 2.810000e+01, 6.659681e+05, 4.496534e+06, 2.296200e+01, 4.060300e+01,
MON1805, 1805, 2.610000e+01, 6.674324e+05, 4.498337e+06, 2.297900e+01, 4.061900e+01,
MON1806, 1806, 2.650000e+01, 6.669563e+05, 4.498193e+06, 2.297400e+01, 4.061800e+01,
MON1807, 1807, 2.840000e+01, 6.660895e+05, 4.495626e+06, 2.296300e+01, 4.059500e+01,
MON1808, 1808, 2.720000e+01, 6.663440e+05, 4.497849e+06, 2.296600e+01, 4.061500e+01,
MON1809, 1809, 2.840000e+01, 6.654062e+05, 4.497068e+06, 2.295500e+01, 4.060800e+01,
MON1810, 1810, 2.670000e+01, 6.661305e+05, 4.499839e+06, 2.296400e+01, 4.063300e+01,
MON1811, 1811, 2.870000e+01, 6.637952e+05, 4.500600e+06, 2.293700e+01, 4.064000e+01,
MON1812, 1812, 2.740000e+01, 6.651975e+05, 4.500686e+06, 2.295400e+01, 4.064100e+01,
MON1813, 1813, 2.820000e+01, 6.642144e+05, 4.501150e+06, 2.294200e+01, 4.064500e+01,
MON1814, 1814, 2.810000e+01, 6.645064e+05, 4.500524e+06, 2.294500e+01, 4.063900e+01,
MON1815, 1815, 2.730000e+01, 6.652012e+05, 4.500859e+06, 2.295400e+01, 4.064200e+01,
MON1816, 1816, 2.830000e+01, 6.641349e+05, 4.501093e+06, 2.294100e+01, 4.064400e+01,
MON1817, 1817, 30, 6.621943e+05, 4.501541e+06, 2.291800e+01, 4.064900e+01,
MON1818, 1818, 2.880000e+01, 6.638472e+05, 4.500224e+06, 2.293800e+01, 4.063700e+01,
MON1819, 1819, 3.020000e+01, 6.622666e+05, 4500717, 2.291900e+01, 4.064100e+01,
MON1820, 1820, 2.770000e+01, 6.649241e+05, 4.500378e+06, 2.295000e+01, 4.063800e+01,
MON1821, 1821, 2.910000e+01, 6.633197e+05, 4.501111e+06, 2.293200e+01, 4.064500e+01,
MON1822, 1822, 2.650000e+01, 6.671841e+05, 4.497834e+06, 2.297600e+01, 4.061400e+01,
MON1823, 1823, 2.880000e+01, 6.654487e+05, 4.496141e+06, 2.295500e+01, 4.060000e+01,
MON1824, 1824, 2.880000e+01, 6.654721e+05, 4.496041e+06, 2.295600e+01, 4.059900e+01,
MON1825, 1825, 2.780000e+01, 6.659987e+05, 4.497200e+06, 2.296200e+01, 4.060900e+01,
MON1826, 1826, 2.850000e+01, 6.656541e+05, 4.496369e+06, 2.295800e+01, 4.060200e+01,
MON1827, 1827, 2.790000e+01, 6.659030e+05, 4.497150e+06, 2.296100e+01, 4.060900e+01,
MON1828, 1828, 2.860000e+01, 6.658019e+05, 4.495727e+06, 2.295900e+01, 4.059600e+01,
MON1829, 1829, 2.770000e+01, 6.659860e+05, 4.497450e+06, 2.296200e+01, 4.061100e+01,
MON1830, 1830, 2.580000e+01, 6.677941e+05, 4.498020e+06, 2.298400e+01, 4.061600e+01,
MON1831, 1831, 26, 6.673719e+05, 4.498547e+06, 2.297900e+01, 4.062100e+01,
MON1832, 1832, 2.780000e+01, 6.659150e+05, 4.497483e+06, 2.296100e+01, 4.061200e+01,
MON1833, 1833, 2.710000e+01, 6.663852e+05, 4.498179e+06, 2.296700e+01, 4.061800e+01,
MON1834, 1834, 2.840000e+01, 6.653299e+05, 4497210, 2.295400e+01, 4.060900e+01,
MON1835, 1835, 2.870000e+01, 6.652539e+05, 4.496789e+06, 2.295300e+01, 4.060500e+01,
MON1836, 1836, 2.620000e+01, 6.673413e+05, 4.498092e+06, 2.297800e+01, 4.061700e+01,
MON1837, 1837, 2.840000e+01, 6.654774e+05, 4.496923e+06, 2.295600e+01, 4.060700e+01,
MON1838, 1838, 2.880000e+01, 6.655629e+05, 4.495787e+06, 2.295700e+01, 4.059600e+01,
MON1839, 1839, 2.710000e+01, 6.664013e+05, 4.498214e+06, 2.296700e+01, 4.061800e+01,
MON1840, 1840, 2.670000e+01, 6.666851e+05, 4.498344e+06, 2.297100e+01, 4.061900e+01,
MON1841, 1841, 2.820000e+01, 6.659764e+05, 4.496432e+06, 2.296200e+01, 4.060200e+01,
MON1842, 1842, 2.610000e+01, 6.674601e+05, 4.498024e+06, 2.298000e+01, 4.061600e+01,
MON1843, 1843, 2.850000e+01, 6.654266e+05, 4.496736e+06, 2.295500e+01, 4.060500e+01,
MON1844, 1844, 2.820000e+01, 6.659407e+05, 4.496320e+06, 2.296100e+01, 4.060100e+01,
MON1845, 1845, 26, 6.677492e+05, 4.497852e+06, 2.298300e+01, 4.061400e+01,
MON1846, 1846, 2.640000e+01, 6.671005e+05, 4.498335e+06, 2.297500e+01, 4.061900e+01,
MON1847, 1847, 2.870000e+01, 6.659384e+05, 4.495311e+06, 2.296100e+01, 4.059200e+01,
MON1848, 1848, 2.790000e+01, 6.658508e+05, 4.497252e+06, 2.296000e+01, 4.060900e+01,
MON1849, 1849, 2.850000e+01, 6.659037e+05, 4.495784e+06, 2.296100e+01, 4.059600e+01,
MON1850, 1850, 2.790000e+01, 6.660612e+05, 4.496838e+06, 2.296300e+01, 4.060600e+01,
MON1851, 1851, 28, 6.656558e+05, 4.497524e+06, 2.295800e+01, 4.061200e+01,
MON1852, 1852, 29, 6.654964e+05, 4.495508e+06, 2.295600e+01, 4.059400e+01,
MON1853, 1853, 2.870000e+01, 6.655988e+05, 4.495899e+06, 2.295700e+01, 4.059700e+01,
MON1854, 1854, 29, 6.654303e+05, 4.495658e+06, 2.295500e+01, 4.059500e+01,
MON1855, 1855, 2.860000e+01, 6.658942e+05, 4.495595e+06, 2.296100e+01, 4.059500e+01,
MON1856, 1856, 2.790000e+01, 6.658468e+05, 4.497363e+06, 2.296000e+01, 4.061000e+01,
MON1857, 1857, 2.610000e+01, 6.674259e+05, 4.498185e+06, 2.297900e+01, 4.061800e+01,
MON1858, 1858, 2.720000e+01, 6.664324e+05, 4.497792e+06, 2.296700e+01, 4.061400e+01,
MON1859, 1859, 2.650000e+01, 6.670215e+05, 4.498107e+06, 2.297500e+01, 4.061700e+01,
MON1860, 1860, 2.690000e+01, 6.666904e+05, 4.497991e+06, 2.297100e+01, 4.061600e+01,
MON1861, 1861, 2.870000e+01, 6.653063e+05, 4.496491e+06, 2.295400e+01, 4.060300e+01,
MON1862, 1862, 2.840000e+01, 6.655330e+05, 4.496929e+06, 2.295700e+01, 4.060700e+01,
MON1863, 1863, 27, 6.662231e+05, 4.498707e+06, 2.296500e+01, 4.062200e+01,
MON1864, 1864, 2.640000e+01, 6.670683e+05, 4.498263e+06, 2.297500e+01, 4.061800e+01,
MON1865, 1865, 2.630000e+01, 6.672564e+05, 4.498218e+06, 2.297700e+01, 4.061800e+01,
MON1866, 1866, 2.850000e+01, 6.655860e+05, 4.496557e+06, 2.295700e+01, 4.060300e+01,
MON1867, 1867, 2.630000e+01, 6.673246e+05, 4.498056e+06, 2.297800e+01, 4.061600e+01,
MON1868, 1868, 2.860000e+01, 6.658112e+05, 4.495678e+06, 2.296000e+01, 4.059500e+01,
