LON [dd], LAT [dd], Rgh [m/s2]
       11.5771517982,       44.9031108415,        0.2165386147,
       11.5775523505,       44.9124023429,        0.2148171594,
       11.5777522945,       44.9170158273,        0.2138983493,
       11.5779526877,       44.9216232634,        0.2129394011,
       11.5781531276,       44.9262153442,        0.2119434041,
       11.5783536145,       44.9307920624,        0.2109116656,
       11.5785541482,       44.9353534115,        0.2098455157,
       11.5787547287,       44.9398993865,        0.2087463038,
       11.5789553562,       44.9444299836,        0.2076153945,
       11.5245287731,       45.0100075294,        0.2171545614,
       11.5215412477,       45.0137941166,        0.2171542299,
       11.5182091259,       45.0101500333,        0.2206857985,
       11.5095651599,       45.0288129081,        0.2166763000,
       11.5158886712,       45.0286814886,        0.2133526793,
       11.5857231396,       44.9733729715,        0.1967954557,
       11.4969192679,       45.0290746865,        0.2235266922,
       11.5797566655,       44.9623896296,        0.2028055982,
       11.5803593925,       44.9757046822,        0.1989309240,
       11.5805603955,       44.9801122973,        0.1975962143,
       11.5807614455,       44.9845045555,        0.1962421826,
       11.5809625426,       44.9888814654,        0.1948701574,
       11.5811636867,       44.9932430368,        0.1934814481,
       11.5535801917,       45.0204008286,        0.1977435989,
       11.5567198963,       45.0163734545,        0.1977239099,
       11.5600146904,       45.0201953098,        0.1947322253,
       11.5601418731,       45.0277265867,        0.1918921605,
       11.5538245627,       45.0278773093,        0.1947677305,
       11.5877330652,       45.0167885891,        0.1832424304,
       11.5821608886,       45.0147870481,        0.1863469601,
       11.5824634552,       45.0189948300,        0.1848597263,
       11.5787176098,       45.0273228931,        0.1837506571,
       11.5755953804,       45.0238279954,        0.1863000938,
       11.5762007810,       45.0041989506,        0.1924961459,
       11.5759974091,       44.9998761338,        0.1939656839,
       11.5815648486,       45.0019202365,        0.1906596982,
       11.5813636104,       44.9975893083,        0.1920779440,
       11.5315288145,       45.0246854959,        0.2070080810,
       11.5252058445,       45.0248181717,        0.2102267823,
       11.5032428709,       45.0289439565,        0.2200667936,
       11.4935915718,       45.0254763351,        0.2273495995,
       11.5793567520,       44.9534450350,        0.2052639951,
       11.5795562537,       44.9579295164,        0.2040469646,
       11.5791560306,       44.9489452002,        0.2064541637,
       11.4779507215,       45.0294647573,        0.2343286562,
       11.4619774262,       45.0261258344,        0.2463039870,
       11.4556552223,       45.0262546834,        0.2503272466,
       11.4493317053,       45.0263832133,        0.2544313914,
       11.4273642524,       45.0304898422,        0.2664181112,
       11.4177172546,       45.0270206162,        0.2761796849,
       11.5713944398,       44.8962307380,        0.2211952901,
       11.5711947267,       44.8915394688,        0.2219551781,
       11.4083929558,       45.0308685925,        0.2797410547,
       11.5763512550,       44.8843442040,        0.2194692289,
       11.4104293447,       45.0049211420,        0.3010736909,
       11.4041080752,       45.0050495197,        0.3065619843,
       11.4071084412,       45.0012381785,        0.3073082175,
       11.3734549144,       45.0278985296,        0.3101464068,
       11.3671320918,       45.0280225601,        0.3153305840,
       11.3608079575,       45.0281462720,        0.3205960581,
       11.3544850484,       45.0282696158,        0.3259390704,
       11.3451558341,       45.0321087391,        0.3292252978,
       11.3481608277,       45.0283926411,        0.3313597804,
       11.3388323912,       45.0322308607,        0.3345742204,
       11.3418378325,       45.0285152985,        0.3368536673,
       11.3924243894,       45.0275243514,        0.2950862269,
       11.3325076371,       45.0323526648,        0.3399882649,
       11.5688034695,       44.8340680938,        0.2272103870,
       11.5686043618,       44.8291799154,        0.2273059721,
       11.3198592691,       45.0325952228,        0.3509933410,
       11.3135356557,       45.0327159770,        0.3565762048,
       11.3038951595,       45.0292441159,        0.3711959871,
       11.5676099198,       44.8045252261,        0.2269668365,
       11.2945632930,       45.0330762147,        0.3735903834,
       11.2882382422,       45.0331956271,        0.3793312460,
       11.3378949681,       45.0100991859,        0.3659713058,
       11.3442158513,       45.0099748702,        0.3594438511,
       11.3412119081,       45.0137573646,        0.3573982300,
       11.3074658869,       44.6115404843,        0.3667151723,
       11.3044768858,       44.6163567392,        0.3757607140,
       11.3011844728,       44.6116956236,        0.3729630323,
       11.2628946561,       44.5935431584,        0.3829424239,
       11.2440531906,       44.5940015830,        0.3997773962,
       11.2314915917,       44.5943050360,        0.4109249182,
       11.2063691733,       44.5949066979,        0.3318744297,
       11.1875266277,       44.5953533920,        0.3416100061,
       11.1686837281,       44.5957961796,        0.3505736683,
       11.1498404777,       44.5962350625,        0.3585417449,
       11.1309968793,       44.5966700426,        0.3652930759,
       11.1121516761,       44.5971011504,        0.3706232206,
       11.0933073911,       44.5975283300,        0.3743580673,
       11.0744627673,       44.5979516121,        0.3763701258,
       11.0556178077,       44.5983709985,        0.3765882595,
       10.7594202717,       44.8164657336,        0.4485033385,
       10.7649403774,       44.8188397462,        0.4599682251,
       10.7595566238,       44.8213951805,        0.4495716301,
       10.9939836278,       45.0347362776,        0.4981658309,
       10.7217159936,       44.8342977065,        0.3840731258,
       10.7234537480,       44.8964848603,        0.3724153268,
       10.7233198664,       44.8917918083,        0.3742826280,
       10.9400848328,       45.0319528490,        0.4656976198,
       10.9433783297,       45.0355555860,        0.4584891379,
       10.7390898541,       44.8702198591,        0.4070114916,
       10.7446152974,       44.8725145251,        0.4156763649,
       10.7392248644,       44.8749823970,        0.4056570425,
       10.9213655542,       45.0395397579,        0.4294909035,
       10.9150394972,       45.0396391691,        0.4238495992,
       10.9087121362,       45.0397382642,        0.4181560400,
       10.9023860091,       45.0398370034,        0.4124241887,
       10.7189952562,       44.9312687371,        0.3473136962,
       10.8737907503,       45.0366469081,        0.3934318252,
       10.7185945417,       44.9174987769,        0.3550115438,
       10.7254651949,       44.9650198615,        0.3307220839,
       10.7253308428,       44.9605573257,        0.3340795696,
       10.7255995784,       44.9694670039,        0.3273157032,
       10.7200656516,       44.9673272217,        0.3231130361,
       10.8576045723,       45.0259152678,        0.3985340307,
       10.8201381514,       45.0410901535,        0.3385226897,
       10.8138115468,       45.0411841974,        0.3331266708,
       10.8009183611,       45.0340974206,        0.3319093664,
       10.7915477318,       45.0378841255,        0.3191730778,
       10.7203336309,       44.9761901884,        0.3164870169,
       10.7204676676,       44.9805985982,        0.3131188276,
       10.7268127128,       45.0087910240,        0.2953703370,
       10.7269588282,       45.0130845379,        0.2917741249,
       10.7208699659,       44.9937316261,        0.3028546057,
       10.7264062700,       44.9958181939,        0.3061727059,
       10.7631952618,       45.0419329374,        0.2924814598,
       10.7568683613,       45.0420239701,        0.2877448456,
       10.7216929024,       45.0195749870,        0.2820339115,
       10.7409539804,       45.0386170066,        0.2795512635,
       10.7221184337,       45.0397433378,        0.2654546067,
       10.7279339433,       45.0385240807,        0.2704623762,
       10.7222911190,       45.0362167707,        0.2685165069,
       10.7396043665,       45.0307904162,        0.2858361509,
       10.7332787741,       45.0281465757,        0.2834642560,
       10.7390169351,       45.0260132267,        0.2898296584,
       10.7329551563,       45.0323522249,        0.2794573475,
       10.7276009956,       45.0301136746,        0.2774973037,
       10.7535918244,       45.0384359510,        0.2889473053,
       10.7599145057,       45.0383448669,        0.2937744517,
       10.7319432536,       44.9979096830,        0.3094571633,
       10.7207358350,       44.9893693078,        0.3062977672,
       10.7206017356,       44.9849916351,        0.3097207605,
       10.7423405497,       44.9802639527,        0.3359471557,
       10.7478752874,       44.9823810038,        0.3399289068,
       10.7424763201,       44.9846581074,        0.3319727534,
       10.7201996256,       44.9717663983,        0.3198201910,
       10.7315383067,       44.9848210006,        0.3205940598,
       10.7316732574,       44.9891992457,        0.3168978626,
       10.7261374270,       44.9871017435,        0.3133156079,
       10.8168539762,       45.0375094893,        0.3409161246,
       10.7188615640,       44.9266910385,        0.3499828856,
       10.7187279031,       44.9220979595,        0.3525524640,
       10.7521835341,       44.9443970701,        0.3811596296,
       10.7466510878,       44.9422171000,        0.3754314380,
       10.7520472001,       44.9398638799,        0.3849837368,
       10.8831551610,       45.0328499191,        0.4100197563,
       10.8894805377,       45.0327516007,        0.4163123111,
       10.7299218992,       44.9311004119,        0.3614484987,
       10.7243915273,       44.9288976491,        0.3556865283,
       10.7297873582,       44.9265221731,        0.3643688081,
       10.9054222231,       45.0361559036,        0.4235477973,
       10.9117479059,       45.0360567001,        0.4295214173,
       10.9180748225,       45.0359571397,        0.4354534953,
       10.7227846527,       44.8728668321,        0.3802283881,
       10.7283084861,       44.8751582927,        0.3880116248,
       10.7169936872,       44.8610126604,        0.3743619808,
       10.7291151251,       44.9034004478,        0.3772354996,
       10.7289810425,       44.8987394597,        0.3794110563,
       11.0220432091,       45.0232683609,        0.5553178663,
       11.0283669437,       45.0231619626,        0.5586371582,
       11.0253399610,       45.0268869669,        0.5427646478,
       10.9876584094,       45.0348398683,        0.4938756731,
       10.7160620379,       44.8270565261,        0.3752410311,
       10.7159290314,       44.8221441669,        0.3746963501,
       10.7157960559,       44.8172168755,        0.3739866915,
       10.9395265857,       44.6056433001,        0.3485979270,
       10.9458089405,       44.6055121809,        0.3518062517,
       10.9332429357,       44.6057740147,        0.3452993910,
       10.9269605112,       44.6059042725,        0.3419206720,
       10.9206767918,       44.6060341257,        0.3384689475,
       10.9143942981,       44.6061635222,        0.3349539190,
       10.7259001257,       44.7871574040,        0.3824022382,
       10.9050943065,       44.6111071299,        0.3351652259,
       10.8988100484,       44.6112352391,        0.3313687483,
       10.8925270165,       44.6113628931,        0.3275371757,
       10.7210491956,       44.8097072355,        0.3807890958,
       10.7211825465,       44.8146571183,        0.3817897172,
       10.8797125226,       44.6020977925,        0.3099336535,
       10.8734302261,       44.6022246248,        0.3063290198,
       10.8671466357,       44.6023510516,        0.3027105770,
       10.7248324578,       44.7465105501,        0.2870856461,
       10.7256329547,       44.7770801980,        0.3783346242,
       10.7254994160,       44.7720197076,        0.3760836131,
       10.8515611840,       44.6074339474,        0.2979050500,
       10.8452770573,       44.6075586367,        0.2941492443,
       10.8389941578,       44.6076828712,        0.2904057734,
       10.8327099648,       44.6078067007,        0.2866772202,
       10.8264269992,       44.6079300756,        0.2829688429,
       10.8201427404,       44.6080530455,        0.2792826071,
       10.7245657853,       44.7362024543,        0.2831403141,
       10.7127467060,       44.6998834575,        0.2597594980,
       10.7980312500,       44.6037131961,        0.2633698082,
       10.8043152038,       44.6035915059,        0.2668438153,
       10.7917485243,       44.6038344318,        0.2599282496,
       10.7854645059,       44.6039552616,        0.2565197530,
       10.7235018685,       44.6944179147,        0.2652410801,
       10.7236349406,       44.6996909090,        0.2676218783,
       10.7761545386,       44.6089017572,        0.2543520449,
       10.7791817158,       44.6040756372,        0.2531474648,
       10.7824390243,       44.6087817941,        0.2578047492,
       10.7698700209,       44.6090212909,        0.2509402416,
       10.7635842109,       44.6091404192,        0.2475699189,
       10.7572948595,       44.6092702094,        0.2442468982,
       10.7227040873,       44.6624942693,        0.2504680565,
       10.7228369732,       44.6678485560,        0.2529714440,
       10.7173297784,       44.6652710138,        0.2483077494,
       10.7542693069,       44.6141181578,        0.2451950453,
       10.7479614771,       44.6143354103,        0.2418864401,
       10.7414568478,       44.6048004230,        0.2337271099,
       10.7351425936,       44.6049294152,        0.2306277467,
       10.7318496201,       44.6098896029,        0.2313032615,
       10.7255611026,       44.6096424316,        0.2280377917,
       10.7203615173,       44.6090549901,        0.2252139099,
       10.7213387841,       44.6134873545,        0.2276470276,
       10.7159184844,       44.6113409927,        0.2240317364,
       10.7164185341,       44.6220147735,        0.2288810249,
       10.7162382165,       44.6165947108,        0.2264470763,
       10.7164627904,       44.6274794726,        0.2312763947,
       10.7223071430,       44.6463626392,        0.2429195637,
       10.7221743807,       44.6409555562,        0.2403957198,
       10.7225727603,       44.6571374389,        0.2479612692,
       10.7224399361,       44.6517566243,        0.2454422647,
       10.7171975930,       44.6599210681,        0.2458880578,
       10.7280792228,       44.6597136309,        0.2526031234,
       10.7282112511,       44.6650748343,        0.2551977820,
       10.7177273180,       44.6812728189,        0.2555002488,
       10.8105991251,       44.6034693853,        0.2703473622,
       10.7231028383,       44.6785169160,        0.2579385100,
       10.7232358173,       44.6838308538,        0.2603958213,
       10.7240328136,       44.7154165300,        0.2745461310,
       10.8075753850,       44.6082976717,        0.2719918633,
       10.8138584488,       44.6081755856,        0.2756224152,
       10.8545806144,       44.6026025873,        0.2954564911,
       10.7299453179,       44.7335213936,        0.2867562158,
       10.7298116235,       44.7283387315,        0.2845730945,
       10.8608642719,       44.6024770222,        0.2990851892,
       10.7195846568,       44.7542980057,        0.2850205340,
       10.7249658408,       44.7516431930,        0.2889555337,
       10.7261674216,       44.7971759554,        0.3858527444,
       10.7260337580,       44.7921740325,        0.3842073055,
       10.7263011163,       44.8021631320,        0.3873336774,
       10.7264348423,       44.8071355231,        0.3886456500,
       10.7213159285,       44.8195921218,        0.3826207466,
       10.9551049723,       44.6005420210,        0.3497859579,
       10.9613868205,       44.6004095821,        0.3525949372,
       10.9583748053,       44.6052486236,        0.3579194407,
       10.9646570547,       44.6051162119,        0.3608058203,
       10.9616447712,       44.6099349306,        0.3663399981,
       10.9676686334,       44.6002767117,        0.3552872602,
       10.9739516710,       44.6001433827,        0.3578551529,
       10.7218495003,       44.8391728839,        0.3842060368,
       10.7219830382,       44.8440330186,        0.3841619518,
       10.9802334131,       44.6000096486,        0.3602894319,
       10.7221166073,       44.8488780818,        0.3839410073,
       10.9865163796,       44.5998754558,        0.3625831017,
       10.9927980503,       44.5997408579,        0.3647275180,
       10.7331612926,       44.8535206564,        0.4010153206,
       10.7332957696,       44.8583360547,        0.4003835878,
       10.7277722875,       44.8560287899,        0.3918516894,
       10.9810673943,       45.0276212516,        0.5133057961,
       10.9843633134,       45.0312361524,        0.5035438191,
       11.0304898380,       44.5989241418,        0.3740842226,
       11.0367725155,       44.5987864910,        0.3750046611,
       11.0430538964,       44.5986484353,        0.3757304902,
       11.0493365005,       44.5985099193,        0.3762591289,
       11.0624434497,       44.6172715642,        0.4105062310,
       11.0594376988,       44.6220796690,        0.4196550887,
       11.0618990780,       44.5982316451,        0.3767166906,
       11.0681815713,       44.5980918310,        0.3766438722,
       11.0812933218,       44.6168539744,        0.4094901389,
       11.0782888843,       44.6216635091,        0.4189753347,
       11.0750104885,       44.6169935916,        0.4100769521,
       11.0807439260,       44.5978109604,        0.3758965534,
       11.0870263073,       44.5976698475,        0.3752248900,
       11.1001428569,       44.6164325147,        0.4062758166,
       11.0971397332,       44.6212434863,        0.4159591370,
       11.0938601363,       44.6165734220,        0.4075852098,
       11.0995896972,       44.5973863509,        0.3732991457,
       11.1058707056,       44.5972439672,        0.3720526667,
       11.1189933122,       44.6160071548,        0.4009905591,
       11.1159915027,       44.6208195704,        0.4107304973,
       11.1127094450,       44.6161493813,        0.4029714287,
       11.1184338686,       44.5969578716,        0.3690158707,
       11.1247147631,       44.5968141882,        0.3672372327,
       11.1378421640,       44.6155779496,        0.3938361100,
       11.1348416691,       44.6203918161,        0.4034970849,
       11.1315584116,       44.6157214677,        0.3964141111,
       11.1372776972,       44.5965254925,        0.3631911115,
       11.1435584767,       44.5963805089,        0.3609382845,
       11.1566906697,       44.6151448690,        0.3850671071,
       11.1536914897,       44.6199601935,        0.5335949269,
       11.1504070329,       44.6152896793,        0.3881526197,
       11.1561211800,       44.5960892117,        0.3560103620,
       11.1624018435,       44.5959429272,        0.3533517768,
       11.1755388261,       44.6147079112,        0.5016941551,
       11.1725409616,       44.6195247005,        0.5165871777,
       11.1692553061,       44.6148540142,        0.5073702362,
       11.1749643138,       44.5956490275,        0.3476854814,
       11.1812448604,       44.5955014416,        0.3446950264,
       11.1943866302,       44.6142670742,        0.4836978743,
       11.1913900815,       44.6190853355,        0.4978746835,
       11.1881044882,       44.6144144412,        0.4898392961,
       11.1938070958,       44.5952049380,        0.3384399163,
       11.2000887843,       44.5950560201,        0.3351916285,
       11.2132340790,       44.6138223562,        0.4646274929,
       11.2102388466,       44.6186420963,        0.4779946344,
       11.2069520558,       44.6139710170,        0.4710742881,
       11.2126495227,       44.5947569415,        0.3284954669,
       11.2189310922,       44.5946067206,        0.3250616147,
       11.2252113620,       44.5944560955,        0.3215815713,
       11.2383630327,       44.6132233686,        0.4382991952,
       11.2353695560,       44.6180450913,        0.4505072281,
       11.2377730412,       44.5941535116,        0.4053646769,
       11.2213857839,       45.0234341104,        0.4682798822,
       11.2243989486,       45.0196935303,        0.4751379520,
       11.2503332996,       44.5938492198,        0.3941719458,
       11.2566146280,       44.5936963911,        0.3885565986,
       11.2697742631,       44.6124648972,        0.4051640224,
       11.2667826315,       44.6172781361,        0.4158808836,
       11.2634926023,       44.6126174432,        0.4117499240,
       11.2691746435,       44.5933894908,        0.3773365291,
       11.2754558498,       44.5932353574,        0.3717454524,
       11.2817357555,       44.5930808199,        0.3661785296,
       11.2880156202,       44.5929258473,        0.3606411778,
       11.2786004674,       45.0297231192,        0.3950513277,
       11.2849238862,       45.0296038877,        0.3890432263,
       11.2912472631,       45.0294843141,        0.3830599601,
       11.3101496936,       44.5971674401,        0.3469620055,
       11.5658225267,       44.7592112729,        0.2230125731,
       11.3511268370,       44.6009103685,        0.3165358153,
       11.3478309094,       44.5962209978,        0.3147999304,
       11.3696551167,       44.5908714547,        0.2934327837,
       11.3795458689,       44.6049625842,        0.2973488763,
       11.3858263377,       44.6048017369,        0.2923656253,
       11.3828433678,       44.6096449631,        0.2984821394,
       11.3822148910,       44.5905488444,        0.2841098266,
       11.3884940842,       44.5903869012,        0.2795623040,
       11.4013700990,       44.5996246446,        0.2770782538,
       11.4076499987,       44.5994619804,        0.2725303710,
       11.4109503024,       44.6041539410,        0.2733371885,
       11.4172305556,       44.6039909223,        0.2688050411,
       11.4142497863,       44.6088367265,        0.2740670540,
       11.5705720895,       44.7411276561,        0.2169487852,
       11.5701747968,       44.7307955920,        0.2152690961,
       11.5699753568,       44.7256188320,        0.2143709764,
       11.5697768263,       44.7204175837,        0.2134313446,
       11.4483095969,       44.5936204518,        0.2425754989,
       11.4453310037,       44.5984767894,        0.2470016517,
       11.4420303978,       44.5937862448,        0.2464945750,
       11.4545887520,       44.5934542226,        0.2387324430,
       11.4516105981,       44.5983110778,        0.2430329077,
       11.5693799041,       44.7099731557,        0.2114402665,
       11.5638396255,       44.7074965910,        0.2141543838,
       11.5689831671,       44.6994732120,        0.2093088502,
       11.5636416760,       44.7022469667,        0.2130516166,
       11.5634437726,       44.6969835523,        0.2119148813,
       11.4701246873,       44.5882417784,        0.2273032567,
       11.4830091666,       44.5974759510,        0.2243493834,
       11.4935799146,       44.6304447525,        0.2323089669,
       11.4998861475,       44.6302445441,        0.2284025943,
       11.4968836887,       44.6350069734,        0.2321578142,
       11.5460428988,       44.6682482164,        0.2143332427,
       11.5405068511,       44.6657194240,        0.2167881648,
       11.5458465498,       44.6628978016,        0.2128747892,
       11.5677944635,       44.6676559853,        0.2021838901,
       11.5673984657,       44.6569390869,        0.1996005894,
       11.5608709756,       44.6273560202,        0.1947107867,
       11.5606535573,       44.6219071674,        0.1932587947,
       11.5362171000,       44.5912423086,        0.1951843618,
       11.5396365146,       44.5959532433,        0.1951472015,
       11.5239881187,       44.6011530677,        0.2043547496,
       11.5660004640,       44.6190285268,        0.1899653922,
       11.5650993759,       44.5917565267,        0.1827001168,
       11.5605499748,       44.5896496450,        0.1840094054,
       11.5655184448,       44.6080475805,        0.1871098647,
       11.5657734847,       44.6135495173,        0.1885386521,
       11.5299385281,       44.5914142171,        0.1981414985,
       11.5081274706,       44.5967999948,        0.2107210666,
       11.5675964415,       44.6623041839,        0.2009036010,
       11.4734272118,       44.5929528830,        0.2276485507,
       11.4615169973,       44.6123501767,        0.2440431521,
       11.4585389585,       44.6171804119,        0.2484026044,
       11.4552362148,       44.6125156268,        0.2481490927,
       11.5640376212,       44.7127323644,        0.2152217648,
       11.5584972964,       44.7102589569,        0.2180220314,
       11.5695783421,       44.7152023389,        0.2124540100,
       11.4390513653,       44.5986420653,        0.2510504505,
       11.5525648475,       44.6972810438,        0.2184572916,
       11.5523678276,       44.6920046298,        0.2172058915,
       11.5579051703,       44.6945010938,        0.2145493273,
       11.4294706085,       44.5941165553,        0.2545652474,
       11.5703734200,       44.7359687060,        0.2161296362,
       11.5707708054,       44.7462723890,        0.2177253898,
       11.3855118656,       44.5952588592,        0.2853147699,
       11.3729525570,       44.5955812921,        0.2948253821,
       11.3666715789,       44.5957418876,        0.2997018211,
       11.5600802501,       44.7516828440,        0.2255505513,
       11.5602782190,       44.7567982459,        0.2262900282,
       11.5731586165,       44.8068723924,        0.2233786553,
       11.5739557738,       44.8265957614,        0.2236403166,
       11.2816096194,       45.0259925278,        0.3991550983,
       11.3197224760,       44.6016998475,        0.3438666394,
       11.3167350668,       44.6065472912,        0.3520566211,
       11.3134419821,       44.6018564281,        0.3495538962,
       11.3601769126,       45.0133839307,        0.3389074943,
       11.3571739088,       45.0171561083,        0.3371800824,
       11.3538557102,       45.0135087475,        0.3449677048,
       11.3102196787,       45.0291234910,        0.3653283731,
       11.5680077171,       44.8144356531,        0.2272657558,
       11.5682066855,       44.8193685921,        0.2273336649,
       11.5684057003,       44.8242866344,        0.2273470317,
       11.5690026237,       44.8389412776,        0.2270604585,
       11.5692018244,       44.8437994363,        0.2268564277,
       11.5694010716,       44.8486425412,        0.2265986223,
       11.5696003654,       44.8534705642,        0.2262874543,
       11.5697997058,       44.8582834790,        0.2259234191,
       11.5699990927,       44.8630812601,        0.2255070932,
       11.5703967415,       44.8726313563,        0.2245211092,
       11.5701972615,       44.8678639138,        0.2250399795,
       11.5769515923,       44.8984421154,        0.2173369837,
       11.5705962681,       44.8773835964,        0.2239521385,
       11.4303634221,       45.0267666833,        0.2672313470,
       11.3987483059,       45.0273989211,        0.2902326232,
       11.5709950603,       44.8868329228,        0.2226688464,
       11.4240409947,       45.0268938092,        0.2716632092,
       11.4746242350,       45.0258670496,        0.2384920646,
       11.5723937057,       44.9194574329,        0.2167434085,
       11.5725932974,       44.9240475387,        0.2157334076,
       11.5727933374,       44.9286315362,        0.2146839481,
       11.5729934242,       44.9332001673,        0.2135984116,
       11.5731935578,       44.9377534264,        0.2124782073,
       11.5733937381,       44.9422913091,        0.2113247614,
       11.5735939653,       44.9468138123,        0.2101395135,
       11.5523413335,       44.9607786787,        0.2190029998,
       11.5521430612,       44.9563129307,        0.2204535554,
       11.5577049144,       44.9584210296,        0.2164555041,
       11.5062379259,       45.0252140965,        0.2202890285,
       11.4872695945,       45.0256069099,        0.2309885511,
       11.4999147718,       45.0253453887,        0.2237832636,
       11.5743940756,       44.9647500375,        0.2051102185,
       11.5747946425,       44.9736169860,        0.2024448598,
       11.5749951975,       44.9780318779,        0.2010776314,
       11.5751957994,       44.9824314092,        0.1996901359,
       11.5753964483,       44.9868155879,        0.1982837686,
       11.5755971441,       44.9911844232,        0.1968599048,
       11.5502364283,       45.0167178564,        0.2007925193,
       11.5531837361,       45.0127425450,        0.2008218886,
       11.5632294505,       45.0239126940,        0.1918708012,
       11.5568702853,       45.0240820178,        0.1947789494,
       11.5817669972,       45.0062271844,        0.1892308664,
       11.5441792892,       45.0244104780,        0.2007674387,
       11.5770205064,       45.0172084936,        0.1878803523,
       11.5780079764,       45.0207601595,        0.1862581678,
       11.5505161372,       45.0242508749,        0.1977449590,
       11.5757966195,       44.9955379532,        0.1954205156,
       11.5378530063,       45.0245524472,        0.2038543831,
       11.5218774552,       45.0211990714,        0.2136283778,
       11.4965867298,       45.0217271914,        0.2275935734,
       11.5684307341,       44.9536921730,        0.2114152788,
       11.5739945601,       44.9558126734,        0.2076794113,
       11.5686306542,       44.9581758180,        0.2101145032,
       11.5737942393,       44.9513209339,        0.2089239122,
       11.4809463033,       45.0257371654,        0.2347028048,
       11.4586518095,       45.0225089233,        0.2508354645,
       11.4523300101,       45.0226379834,        0.2549930626,
       11.4460081657,       45.0227666976,        0.2592350580,
       11.4776194737,       45.0221196155,        0.2388561655,
       11.4207165374,       45.0232781757,        0.2770689985,
       11.5660370005,       44.8986988789,        0.2243461476,
       11.5658376868,       44.8940156533,        0.2251572806,
       11.4113947386,       45.0271470535,        0.2807793430,
       11.4050709101,       45.0272731719,        0.2854642604,
       11.5707954405,       44.8821111169,        0.2233352320,
       11.5330960070,       44.8947909358,        0.2486267765,
       11.5328996709,       44.8901042761,        0.2495797202,
       11.5384545243,       44.8923176627,        0.2449253870,
       11.3638112805,       45.0244087402,        0.3223775302,
       11.3574888200,       45.0245326241,        0.3278502392,
       11.3511650480,       45.0246561885,        0.3334078246,
       11.3448425013,       45.0247793839,        0.3390460010,
       11.3355135260,       45.0286376374,        0.3424201986,
       11.3385186434,       45.0249022599,        0.3447645822,
       11.3891032253,       45.0239097098,        0.3013511965,
       11.3291904451,       45.0287596089,        0.3480539884,
       11.3228660532,       45.0288812619,        0.3537536982,
       11.3165428871,       45.0290025477,        0.3595129711,
       11.3069025188,       45.0255114078,        0.3744261480,
       11.5622600521,       44.8071440888,        0.2308418290,
       11.5620616207,       44.8021744470,        0.2306305583,
       11.2975718666,       45.0293643741,        0.3771078045,
       11.2945989916,       44.6023235975,        0.3669989055,
       11.2913078937,       44.5976348077,        0.3638737352,
       11.2722757384,       45.0298420325,        0.4010773633,
       11.2752853385,       45.0261119677,        0.4054239390,
       11.2850263713,       44.5977897485,        0.3696065610,
       11.2787460676,       44.5979442239,        0.3753763159,
       11.2724657230,       44.5980982649,        0.3811777180,
       11.2599036515,       44.5984050751,        0.3928479837,
       11.2536231846,       44.5985578137,        0.3986998266,
       11.2410608696,       44.5988620192,        0.4103949501,
       11.2284983934,       44.5991644889,        0.4220105560,
       11.2222177251,       44.5993150579,        0.4277606359,
       11.2159370169,       44.5994651933,        0.4334568140,
       11.2033742210,       44.5997641932,        0.3394324932,
       11.1970933936,       44.5999130280,        0.3428643291,
       11.1845303604,       44.6002094270,        0.3494961179,
       11.1782494147,       44.6003569617,        0.3526780770,
       11.1656861461,       44.6006507610,        0.3587311198,
       11.1594038234,       44.6007970256,        0.3615842719,
       11.1468415814,       44.6010881972,        0.3668977042,
       11.1405591425,       44.6012331627,        0.3693416119,
       11.1279966693,       44.6015217373,        0.3737599457,
       11.1217141152,       44.6016654044,        0.3757194544,
       11.1091501526,       44.6019514118,        0.3791016214,
       11.1028687445,       44.6020937524,        0.3805114225,
       11.0903045547,       44.6023771650,        0.3827414008,
       11.0840230334,       44.6025182086,        0.3835524213,
       11.0714586183,       44.6027990275,        0.3845503643,
       11.0651769849,       44.6029387747,        0.3847330815,
       11.0526123467,       44.6032170011,        0.3844623057,
       11.0463306022,       44.6033554526,        0.3840099604,
       11.0400475608,       44.6034934998,        0.3833483592,
       11.0337657428,       44.6036310877,        0.3824804780,
       11.0274826281,       44.6037682713,        0.3814094961,
       11.0250699112,       45.0195234761,        0.5718610515,
       11.0313944684,       45.0194165684,        0.5751882497,
       10.7389548753,       44.8654421134,        0.4081732215,
       10.7335648181,       44.8679213767,        0.3985491843,
       10.9750065945,       45.0350460566,        0.4846400796,
       10.9527361880,       45.0317497688,        0.4772859024,
       10.9464111626,       45.0318514679,        0.4715529114,
       10.9494435855,       45.0281355334,        0.4851822506,
       10.9431177012,       45.0282373873,        0.4790892493,
       10.7281743221,       44.8703962903,        0.3892372371,
       10.9244004351,       45.0358572621,        0.4413290243,
       10.9145278075,       45.0250250685,        0.4598357176,
       10.9082034242,       45.0251253341,        0.4530128620,
       10.9112381439,       45.0213890538,        0.4658598714,
       10.7231860160,       44.8870834622,        0.3760022908,
       10.7230521970,       44.8823598386,        0.3775694244,
       10.8988418647,       45.0289407637,        0.4341528746,
       10.8925169677,       45.0290398843,        0.4275836098,
       10.8861920360,       45.0291386663,        0.4210152407,
       10.8829042741,       45.0255230180,        0.4255971213,
       10.8765784486,       45.0256216045,        0.4187719346,
       10.8796153925,       45.0218876549,        0.4300814624,
       10.7238555808,       44.9104721023,        0.3659812065,
       10.7241233568,       44.9197109541,        0.3610615444,
