LON [dd], LAT [dd], Rgh [m/s2]
       11.0221056669,       44.9354607328,        1.0904119296,
       11.0503840866,       44.9309866532,        1.1798970276,
       11.0157917122,       44.9355742586,        1.0747812590,
       11.0440707239,       44.9311021408,        1.1709050558,
       11.0094764541,       44.9356874430,        1.0579172404,
       11.0377560576,       44.9312172859,        1.1599435034,
       11.0031624260,       44.9358002405,        1.0399797423,
       10.9935586918,       44.9320129567,        1.0403549495,
       10.9902694655,       44.9281018857,        1.0586961304,
       10.9905329938,       44.9360247660,        1.0014795001,
       11.0057778725,       44.7249105516,        1.0430171432,
       10.9776418984,       44.9283353981,        1.0123231365,
       10.9652749613,       44.9364694284,        0.9179888803,
       10.9589606799,       44.9365796794,        0.8965048456,
       10.9460734745,       44.9288897556,        0.8930125793,
       10.9367303533,       44.9330097011,        0.8396822621,
       10.8645399471,       44.8656616622,        0.7414714070,
       10.8646859369,       44.8704383591,        0.7366876019,
       10.8710657822,       44.9010133474,        0.7096420182,
       10.8711992041,       44.9056573787,        0.7001570931,
       10.8651228449,       44.8846771493,        0.7183839939,
       10.8706553897,       44.8869429180,        0.7354064737,
       10.9084426197,       44.9374486534,        0.7298396620,
       10.9271314870,       44.9292179949,        0.8233333586,
       10.9208178430,       44.9293266706,        0.8008746885,
       10.8883721115,       44.9215090719,        0.7177273129,
       10.8826441463,       44.9190519994,        0.7057786952,
       10.8877599174,       44.9166472248,        0.7294675258,
       10.8659647586,       44.9127054667,        0.6676577155,
       10.8661472266,       44.9173102625,        0.6580539212,
       10.8722046253,       44.9240825739,        0.6603374239,
       10.8668729645,       44.9349180178,        0.6189819653,
       10.8718001359,       44.9194669914,        0.6703355932,
       10.8775043871,       44.9215082519,        0.6829326126,
       10.8768898141,       44.9124458781,        0.7036690217,
       10.8767137511,       44.9078529245,        0.7140955160,
       10.8822047307,       44.9100078859,        0.7279481547,
       10.8655473997,       44.8987787684,        0.6949449527,
       10.9051589549,       44.9335598434,        0.7334640834,
       10.8761845437,       44.8892049431,        0.7525450657,
       10.8649767531,       44.8799461341,        0.7251044246,
       10.8648306953,       44.8751998714,        0.7312167999,
       10.8865213047,       44.8700469051,        0.8304308845,
       10.8920595986,       44.8723340191,        0.8525567460,
       10.8866718461,       44.8748190885,        0.8232874438,
       10.8642508900,       44.8560723624,        0.7488741253,
       10.8757487910,       44.8750100900,        0.7754669799,
       10.8758969608,       44.8797569093,        0.7685034474,
       10.8703636249,       44.8774802916,        0.7497369592,
       10.9619873285,       44.9325703564,        0.9298679722,
       10.9712888854,       44.7301124913,        0.9670381373,
       10.9743064625,       44.7255469347,        0.9516674934,
       10.9775836784,       44.7299865210,        0.9881532666,
       11.0027624917,       44.7294785433,        1.0663006625,
       10.8630976691,       44.8170833839,        0.7472307506,
       10.9931894165,       44.7251663366,        1.0088191129,
       10.8629533158,       44.8121411904,        0.7435038161,
       10.9365395939,       44.7262970518,        0.8286599053,
       10.8738578998,       44.8119440427,        0.7894935016,
       10.8740028053,       44.8168768876,        0.7937516391,
       10.8684780039,       44.8145158597,        0.7681289129,
       10.8737127367,       44.8069864303,        0.7843998659,
       10.9209267428,       44.7311055666,        0.7943214255,
       10.9272230803,       44.7309828459,        0.8154340609,
       10.8620894567,       44.7821874221,        0.7070585589,
       10.9146303705,       44.7312278782,        0.7735424880,
       10.9083301760,       44.7313498541,        0.7531277849,
       10.8729899564,       44.7819767995,        0.7479592706,
       10.8731336867,       44.7870081428,        0.7565534036,
       10.8676112248,       44.7845945651,        0.7312338291,
       10.9053030500,       44.7359100782,        0.7572780054,
       10.8989998555,       44.7360312162,        0.7366395114,
       10.9020264543,       44.7314818964,        0.7331449624,
       10.8799052900,       44.7273733467,        0.6556680192,
       10.8830824307,       44.7317929253,        0.6756002933,
       10.8768464621,       44.7317763439,        0.6573461500,
       10.8714480062,       44.7314416678,        0.6412619912,
       10.8729856248,       44.7362361516,        0.6562664167,
       10.8666915531,       44.7336538213,        0.6327397089,
       10.8666336588,       44.7440540154,        0.6541098825,
       10.8667576389,       44.7389163645,        0.6439005629,
       10.8722733637,       44.7566119599,        0.6977992895,
       10.8724118732,       44.7617160031,        0.7086028412,
       10.8725554687,       44.7668055178,        0.7190839083,
       10.8670347579,       44.7643639279,        0.6950981930,
       10.8728449964,       44.7769308620,        0.7388079363,
       10.8727000702,       44.7718703512,        0.7291579893,
       10.9302449926,       44.7264206360,        0.8081977243,
       10.8785123846,       44.7843937391,        0.7741992984,
       10.8783669863,       44.7793548285,        0.7647323659,
       10.9617176478,       44.7257986146,        0.9112104900,
       10.9680120729,       44.7256729798,        0.9315928469,
       10.8734237760,       44.7970267598,        0.7718862649,
       10.8742933011,       44.8267177448,        0.7996835928,
       10.9806008163,       44.7254204792,        0.9713157074,
       10.9868951343,       44.7252936132,        0.9904107621,
       10.9964678424,       44.7296061524,        1.0480065899,
       11.0120707839,       44.7247820688,        1.0585185061,
       10.9965827159,       44.9279891896,        1.0809707862,
       10.9998723493,       44.9319003913,        1.0608965286,
       11.0028959299,       44.9278761276,        1.1024341276,
       11.0061859703,       44.9317874610,        1.0805631841,
       11.0092103738,       44.9277626768,        1.1229110591,
       11.0125008213,       44.9316741429,        1.0991922302,
       11.0188143690,       44.9315604823,        1.1166075149,
       11.0155235146,       44.9276488827,        1.1422093201,
       11.0251278800,       44.9314464565,        1.1326450523,
       11.0218366188,       44.9275347224,        1.1601474519,
       11.0314426206,       44.9313320425,        1.1471441059,
       11.0281509525,       44.9274201729,        1.1765450157,
       11.0344639828,       44.9273052800,        1.1912181173,
       11.0407769761,       44.9271900207,        1.2040036130,
       11.0470911985,       44.9270743717,        1.2147520424,
       11.0534041173,       44.9269583793,        1.2233272325,
       11.0597182650,       44.9268419968,        1.2296243194,
       11.0660311088,       44.9267252709,        1.2335595340,
       11.0723451813,       44.9266081546,        1.2350829012,
       11.0786579496,       44.9264906948,        1.2341737046,
       11.0849706801,       44.9263728681,        1.2308445034,
       11.0912846390,       44.9262546505,        1.2251376306,
       11.0975972934,       44.9261360894,        1.2171293287,
       11.1039111759,       44.9260171372,        1.2069181533,
       11.1102237537,       44.9258978414,        1.1946344612,
       11.1165375594,       44.9257781542,        1.1804202485,
       11.1228500602,       44.9256581234,        1.1644444226,
       11.1291637886,       44.9255377007,        1.1468756589,
       11.1354762119,       44.9254169346,        1.1279034169,
       11.1417898626,       44.9252957762,        1.1077056762,
       11.1481034742,       44.9251742499,        1.0864709824,
       11.1544157805,       44.9250523799,        1.0643845617,
       11.1607293137,       44.9249301173,        1.0416112318,
       11.1670415413,       44.9248075111,        1.0183244608,
       11.1733549957,       44.9246845119,        0.9946682574,
       11.1796671442,       44.9245611690,        0.9707932110,
       11.1859805192,       44.9244374328,        0.9468179618,
       11.1922938544,       44.9243133280,        0.9228623176,
       11.1986058835,       44.9241888794,        0.8990329395,
       11.2049191386,       44.9240640371,        0.8754093691,
       11.2112323536,       44.9239388259,        0.8520733070,
       11.2175442621,       44.9238132708,        0.8290947449,
       11.2238573964,       44.9236873215,        0.8065192265,
       11.2301704902,       44.9235610030,        0.7843964172,
       11.2364822771,       44.9234343406,        0.7627667871,
       11.2427952895,       44.9233072835,        0.7416499160,
       11.2491082610,       44.9231798569,        0.7210714228,
       11.2554211915,       44.9230520607,        0.7010463507,
       11.2617328147,       44.9229239206,        0.6815881954,
       11.2680456629,       44.9227953851,        0.6626941383,
       11.2985413443,       44.7230074356,        0.5491616269,
       11.3048341269,       44.7228600667,        0.5348231399,
       11.3018394886,       44.7274416067,        0.5488821314,
       11.3015351189,       44.7184259421,        0.5349192397,
       11.3111256058,       44.7227123137,        0.5209491165,
       11.3303092684,       44.7312640783,        0.4925313794,
       11.3273160390,       44.7358262351,        0.5043487490,
       11.3240158122,       44.7314124438,        0.5057267523,
       11.3267017124,       44.7178319159,        0.4826458906,
       11.3395929083,       44.7265520337,        0.4688085440,
       11.3458845770,       44.7264023359,        0.4569935463,
       11.3210234031,       44.7359740337,        0.5181008640,
       11.4253590914,       44.7930842316,        0.3674866206,
       11.4249823661,       44.7830461339,        0.3650294507,
       11.4190614147,       44.7705472352,        0.3688260553,
       11.4137054108,       44.7732106936,        0.3776930561,
       11.3803328798,       44.7210596252,        0.3953844438,
       11.3773448064,       44.7256475865,        0.4036433820,
       11.4246032906,       44.7729496329,        0.3619915240,
       11.3833205539,       44.7164606839,        0.3873141719,
       11.3962310171,       44.7252104011,        0.3757423196,
       11.4232840786,       44.7372396511,        0.3473157392,
       11.4235131847,       44.7423636194,        0.3496954518,
       11.4056047115,       44.7203284398,        0.3598389726,
       11.4119532168,       44.7200574499,        0.3515753722,
       11.4174210407,       44.7195668397,        0.3445215801,
       11.4091507435,       44.7246546528,        0.3580547992,
       11.4026775328,       44.7250531915,        0.3668421967,
       11.3866238503,       44.7209069035,        0.3861075587,
       11.3554788842,       44.7306665830,        0.4441604426,
       11.3617708665,       44.7305161857,        0.4330931643,
       11.3647605903,       44.7259507328,        0.4238920396,
       11.4251700752,       44.7880725273,        0.3663338547,
       11.4255465111,       44.7980712462,        0.3684862374,
       11.3300010537,       44.7222665432,        0.4819812977,
       11.3116213876,       44.9058412484,        0.5713373375,
       11.3086190568,       44.9099380348,        0.5733096231,
       11.3053105288,       44.9059738207,        0.5880193459,
       11.4041212545,       44.8085418192,        0.4041961941,
       11.4096646544,       44.8108922453,        0.3955425394,
       11.4043074980,       44.8134930666,        0.4048383034,
       11.4213138614,       44.8303177133,        0.3792841706,
       11.4215015655,       44.8352029559,        0.3790663622,
       11.4216889364,       44.8400634287,        0.3786783095,
       11.4218767281,       44.8449186612,        0.3781196296,
       11.3597373059,       44.9248679196,        0.4441347512,
       11.4281757245,       44.8664471323,        0.3656616971,
       11.3407944940,       44.9252767464,        0.4793503614,
       11.4222524432,       44.8545839074,        0.3764994683,
       11.4228150803,       44.8689683638,        0.3728539029,
       11.4230027576,       44.8737232732,        0.3713304712,
       11.4231895915,       44.8784725831,        0.3696574426,
       11.4233777343,       44.8832066338,        0.3678387665,
       11.4235659210,       44.8879254348,        0.3658812897,
       11.3970712229,       44.9161660567,        0.3900085236,
       11.3999224113,       44.9120324858,        0.3884317894,
       11.4032650195,       44.9160317491,        0.3809170133,
       11.4037963431,       44.9239440060,        0.3748876413,
       11.3975332140,       44.9241067571,        0.3837392628,
       11.4301104884,       44.9134565940,        0.3458686017,
       11.4245378921,       44.9112894515,        0.3541653832,
       11.4248678692,       44.9158761909,        0.3513326744,
       11.4254523110,       44.9198221521,        0.3484342991,
       11.4194986150,       44.9188315467,        0.3567057755,
       11.4185541343,       44.8997675496,        0.3679796027,
       11.4183894167,       44.8950962032,        0.3703322501,
       11.4239411610,       44.8973172466,        0.3615730799,
       11.4237541518,       44.8926289685,        0.3637903041,
       11.3753668976,       44.9205626710,        0.4211287507,
       11.3690581948,       44.9206881815,        0.4317528245,
       11.3534221122,       44.9250015121,        0.4554787905,
       11.3471081418,       44.9251347076,        0.4672160254,
       11.3374829739,       44.9213570895,        0.4908233348,
       11.4220645637,       44.8497588300,        0.3773926210,
       11.3338651182,       44.9094061751,        0.5127949868,
       11.3368716300,       44.9052977054,        0.5105819209,
       11.3122331705,       44.9218853014,        0.5460654361,
       11.3059218801,       44.9220164016,        0.5611068589,
       11.2996092816,       44.9221471577,        0.5766722401,
       11.2806712352,       44.9225372043,        0.6266108097,
       11.2773637949,       44.9186078504,        0.6446281610,
       11.4094780114,       44.8059332220,        0.3948388571,
       11.4150213677,       44.8082870558,        0.3865326848,
       11.3987656915,       44.8111559658,        0.4138558934,
       11.3985798907,       44.8061976921,        0.4130775313,
       11.2925533083,       44.7321583689,        0.5790712495,
       11.2895570719,       44.7367069194,        0.5947224256,
       11.2862596008,       44.7323042619,        0.5953123259,
       11.2728574735,       44.8822371396,        0.7298068590,
       11.2791647320,       44.8821043363,        0.7064491567,
       11.2761612616,       44.8862684786,        0.7110367894,
       11.2698522931,       44.8864007653,        0.7343680654,
       11.2665476432,       44.8823696164,        0.7541748201,
       11.2635432834,       44.8865326733,        0.7586721411,
       11.2602390370,       44.8825016871,        0.7795724311,
       11.2572342324,       44.8866642027,        0.7839779140,
       11.2539303896,       44.8826333782,        0.8060358718,
       11.2509238750,       44.8867953800,        0.8103166552,
       11.2476217012,       44.8827646900,        0.8335932400,
       11.2446147421,       44.8869261525,        0.8376996660,
       11.2413129719,       44.8828956225,        0.8622682046,
       11.2383055682,       44.8870565468,        0.8661487670,
       11.2350042019,       44.8830261758,        0.8920786665,
       11.2319963537,       44.8871865629,        0.8956739885,
       11.2286953912,       44.8831563499,        0.9230351887,
       11.2256883640,       44.8873161749,        0.9262708872,
       11.2223865399,       44.8832861451,        0.9551391740,
       11.2193790683,       44.8874454349,        0.9579434642,
       11.2160776482,       44.8834155613,        0.9883807749,
       11.2130697323,       44.8875743170,        0.9906652428,
       11.2097687163,       44.8835445987,        1.0227365246,
       11.2067603560,       44.8877028213,        1.0244012667,
       11.2034597441,       44.8836732574,        1.0581666916,
       11.2004509396,       44.8878309479,        1.0590995040,
       11.1971507318,       44.8838015374,        1.0946123760,
       11.1941414831,       44.8879586968,        1.0946880840,
       11.1908429449,       44.8839294132,        1.1319848020,
       11.1878332521,       44.8880860426,        1.1310650236,
       11.1845338528,       44.8840569362,        1.1701922278,
       11.1815237159,       44.8882130366,        1.1681246222,
       11.1782247209,       44.8841840808,        1.2090916134,
       11.1752141400,       44.8883396532,        1.2057107476,
       11.1719155495,       44.8843108472,        1.2485152264,
       11.1689045245,       44.8884658925,        1.2436432214,
       11.1656063385,       44.8844372353,        1.2882603194,
       11.1625948696,       44.8885917546,        1.2817083630,
       11.1592983535,       44.8845632201,        1.3280787849,
       11.1562864407,       44.8887172145,        1.3196498560,
       11.1529890638,       44.8846888521,        1.3677076176,
       11.1499767072,       44.8888423225,        1.3571986009,
       11.1466797350,       44.8848141062,        1.4068205765,
       11.1436669345,       44.8889670536,        1.3940276603,
       11.1403716325,       44.8849389575,        1.4450538482,
       11.1373583884,       44.8890913830,        1.4297780431,
       11.1340622257,       44.8850634561,        1.4820317201,
       11.1310485378,       44.8892153606,        1.4640837324,
       11.1277531118,       44.8851970568,        1.5172416709,
       11.1247386485,       44.8893389615,        1.4965348075,
       11.1214436265,       44.8853207994,        1.5504054972,
       11.1184299860,       44.8894621612,        1.5267090917,
       11.1151353680,       44.8854441397,        1.5809839319,
       11.1121200195,       44.8895850091,        1.5541992148,
       11.1088258055,       44.8855671274,        1.6085369784,
       11.1058112800,       44.8897074561,        1.5785840510,
       11.1025174702,       44.8856897132,        1.6326172857,
       11.0995012367,       44.8898295513,        1.5994862347,
       11.0962078311,       44.8858119463,        1.6528297964,
       11.0931924208,       44.8899512460,        1.6165478166,
       11.0898994194,       44.8859337780,        1.6688096638,
       11.0868823012,       44.8900725890,        1.6294776447,
       11.0835897042,       44.8860552570,        1.6802697720,
       11.0805721436,       44.8901935559,        1.6380384289,
       11.0772799511,       44.8861763590,        1.6869896958,
       11.0742632137,       44.8903141226,        1.6420715586,
       11.0709714256,       44.8862970600,        1.6888399669,
       11.0679529805,       44.8904343377,        1.6415030635,
       11.0646615970,       44.8864174084,        1.6857853216,
       11.0616439753,       44.8905541530,        1.6363438613,
       11.0583529964,       44.8865373560,        1.6778863251,
       11.0553336669,       44.8906736167,        1.6266883387,
       11.0520430927,       44.8866569511,        1.6652915649,
       11.0490245868,       44.8907926808,        1.6127179217,
       11.0457344173,       44.8867761458,        1.6482427441,
       11.0427142038,       44.8909113933,        1.5946774394,
       11.0394244391,       44.8868949879,        1.6270434491,
       11.0364050492,       44.8910297067,        1.5728860375,
       11.0331156894,       44.8870134299,        1.6020721642,
       11.0300945919,       44.8911476685,        1.5476952125,
       11.0268056371,       44.8871315194,        1.5737328826,
       11.0136557407,       44.7780853313,        1.4980103720,
       11.0106373305,       44.7825225995,        1.5175117783,
       11.0073552469,       44.7782103811,        1.4644942048,
       11.0161444698,       44.7560042745,        1.3194244283,
       11.0224415374,       44.7558771734,        1.3414391613,
       11.0194243934,       44.7603601939,        1.3702322200,
       10.8748731432,       44.8462099749,        0.8006467127,
       10.9647538572,       44.9205916201,        1.0124524275,
       10.9677796262,       44.9165442094,        1.0505519494,
       10.9710664026,       44.9204797698,        1.0391415463,
       10.9683024331,       44.9324595925,        0.9525399053,
       10.9554136973,       44.9247473560,        0.9505602224,
       10.9491006375,       44.9248579814,        0.9254405505,
       10.9740917296,       44.9164318669,        1.0786871083,
       10.8702158955,       44.8727261459,        0.7559183622,
       10.8760426338,       44.8844885260,        0.7608476476,
       10.8814307031,       44.8820297237,        0.7874701357,
       10.9145028974,       44.9294350030,        0.7788739502,
       10.9175335414,       44.9254056379,        0.8049130940,
       10.8705101230,       44.8822192221,        0.7428849211,
       10.9114728131,       44.9334432189,        0.7538815916,
       10.8985803656,       44.9257116167,        0.7386055395,
       10.8715352039,       44.9148800423,        0.6803771070,
       10.8713478520,       44.9102859397,        0.6903481142,
       10.8891380592,       44.9299583525,        0.6954705351,
       10.8827656627,       44.9301760749,        0.6756992675,
       10.8772761358,       44.9305806831,        0.6585866964,
       10.8856133397,       44.9261436416,        0.6956726502,
       10.8921112154,       44.9258215928,        0.7171651294,
       10.9081891834,       44.9295429488,        0.7573740608,
       10.9395020524,       44.9210353698,        0.9070347579,
       10.9331880629,       44.9211454056,        0.8815119215,
       10.9301599789,       44.9251876824,        0.8518389321,
       10.8700707310,       44.8679567394,        0.7614037183,
       10.8696357322,       44.8535671254,        0.7732657264,
       10.8694907032,       44.8487371109,        0.7756002038,
       10.9650151428,       44.9285582287,        0.9646980532,
       10.8799654142,       44.8339613918,        0.8270620280,
       10.8798196762,       44.8290705953,        0.8258156671,
       10.8853461631,       44.8314098745,        0.8528810163,
       10.8916064784,       44.8579768926,        0.8711388757,
       10.8860761257,       44.8556774461,        0.8463912247,
       11.0063041808,       44.7428525414,        1.1760121662,
       11.0032864911,       44.7473670244,        1.1996313668,
       11.0000082863,       44.7429794977,        1.1543230089,
       10.8686225052,       44.8194409964,        0.7717095895,
       10.9524042930,       44.7304879454,        0.9020472091,
       10.9586991926,       44.7303632035,        0.9238677047,
       10.9461080956,       44.7306123030,        0.8802042942,
       10.9398143881,       44.7307362016,        0.8584427016,
       10.8793826666,       44.8143084810,        0.8162966689,
       10.8795283024,       44.8192441066,        0.8204116787,
       10.9649940568,       44.7302380521,        0.9455687412,
       10.9242007635,       44.7355340512,        0.8218379101,
       10.9304975052,       44.7354114006,        0.8441372013,
       10.9179039871,       44.7356562935,        0.7998970232,
       10.9116033880,       44.7357782008,        0.7783488192,
       10.9335181204,       44.7308597407,        0.8368250049,
       10.9367926486,       44.7352779845,        0.8666893346,
       10.8957135638,       44.7316032949,        0.7135418803,
       10.8893918008,       44.7317244516,        0.6943762863,
       10.8926880816,       44.7361624917,        0.7165017438,
       10.8862872069,       44.7363158174,        0.6966582963,
       10.8798704494,       44.7362198522,        0.6767114097,
       10.8721145523,       44.7466063612,        0.6762696618,
       10.8721764125,       44.7416632785,        0.6657871611,
       10.8721713131,       44.7515752268,        0.6869964707,
       10.8780762917,       44.7692332685,        0.7442067099,
       10.8779322586,       44.7641506862,        0.7332699061,
       10.8777831101,       44.7590947627,        0.7220277574,
       10.8838893805,       44.7817751242,        0.7918924530,
       10.8840352170,       44.7868069987,        0.8016753927,
       10.8735688714,       44.8020139746,        0.7785205980,
       10.8792383288,       44.8093579581,        0.8112854897,
       10.8789472269,       44.7994124819,        0.7987031580,
       10.8790927609,       44.8043926202,        0.8054045633,
       10.9838784357,       44.7298601411,        1.0087817139,
       10.9901731570,       44.7297333516,        1.0287823115,
       10.9619740696,       44.7347817618,        0.9585799311,
       10.9682693365,       44.7346566850,        0.9814548808,
       11.0090558424,       44.7293505501,        1.0835042133,
       11.0153504191,       44.7292221213,        1.0994668169,
       11.0216449595,       44.7290932825,        1.1140302700,
       11.0279394633,       44.7289640336,        1.1270460110,
       11.0342339304,       44.7288343745,        1.1383750784,
       11.0405283607,       44.7287043052,        1.1478916598,
       11.0468214918,       44.7285738517,        1.1554851869,
       11.0531158483,       44.7284429618,        1.1610691671,
       11.0594101676,       44.7283116613,        1.1645746825,
       11.0657044498,       44.7281799504,        1.1659589540,
       11.0719974322,       44.7280478553,        1.1652053278,
       11.0782916395,       44.7279153231,        1.1623227765,
       11.0845858093,       44.7277823801,        1.1573465148,
       11.0908786790,       44.7276490531,        1.1503383203,
       11.0971727733,       44.7275152884,        1.1413785735,
       11.1034668297,       44.7273811127,        1.1305722164,
       11.1097595857,       44.7272465530,        1.1180431927,
       11.1160535660,       44.7271115552,        1.1039218980,
       11.1223475079,       44.7269761461,        1.0883567729,
       11.1286401493,       44.7268403530,        1.0715045191,
       11.1349340144,       44.7267041213,        1.0535152359,
       11.1412265787,       44.7265675056,        1.0345534659,
       11.1475203666,       44.7264304510,        1.0147666382,
       11.1538128533,       44.7262930123,        0.9943129118,
       11.1601065635,       44.7261551345,        0.9733275539,
       11.1663989723,       44.7260168726,        0.9519540542,
       11.1726926043,       44.7258781712,        0.9303094246,
       11.1789849347,       44.7257390858,        0.9085176183,
       11.1852784880,       44.7255995604,        0.8866744939,
       11.1915707396,       44.7254596511,        0.8648825758,
       11.1978642138,       44.7253193016,        0.8432162303,
       11.2041563860,       44.7251785681,        0.8217568963,
       11.2104497807,       44.7250373941,        0.8005588773,
       11.2167418732,       44.7248958361,        0.7796843197,
       11.2230351879,       44.7247538372,        0.7591699208,
       11.2293272002,       44.7246114544,        0.7390610977,
       11.2356204344,       44.7244686304,        0.7193798336,
       11.2419123660,       44.7243254223,        0.7001576407,
       11.2482042571,       44.7241818017,        0.6814084168,
       11.2544970200,       44.7240272981,        0.6631159435,
       11.2607888288,       44.7238828510,        0.6453483247,
       11.2670805968,       44.7237379911,        0.6280793672,
       11.2733735859,       44.7235926889,        0.6113069937,
       11.2796652719,       44.7234470028,        0.5950363349,
       11.2859581788,       44.7233008741,        0.5792568682,
       11.2922497822,       44.7231543615,        0.5639689230,
       11.3051380742,       44.7318654064,        0.5482085822,
       11.3021439818,       44.7364149923,        0.5624368505,
       11.2988457120,       44.7320120935,        0.5633753754,
       11.3114312984,       44.7317078790,        0.5335399154,
       11.3084367432,       44.7362684270,        0.5471297454,
       11.3237097004,       44.7224155372,        0.4945387013,
       11.3333011974,       44.7267013183,        0.4810375412,
       11.3366014202,       44.7311153305,        0.4797941919,
       11.3521774653,       44.7262521948,        0.4455763891,
       11.3491855971,       44.7308165980,        0.4556250233,
       11.4200040622,       44.7957136179,        0.3760236641,
       11.4198154449,       44.7907096179,        0.3748938218,
       11.4133509230,       44.7630569499,        0.3737147094,
       11.4131886376,       44.7579682998,        0.3714977555,
       11.4138934537,       44.7782655358,        0.3794434929,
       11.3899203871,       44.7253534330,        0.3847493673,
       11.4176834072,       44.7348950092,        0.3531642370,
       11.4183660254,       44.7501822955,        0.3604362986,
       11.4161144715,       44.7244107175,        0.3490537274,
       11.4122098560,       44.7282740975,        0.3563468928,
       11.4072674409,       44.7403672334,        0.3702428446,
       11.4124671095,       44.7376593899,        0.3615785969,
       11.3899639321,       44.7344466111,        0.3912840342,
       11.3965495104,       44.7349730266,        0.3819970542,
       11.3921827029,       44.7384106159,        0.3907307458,
       11.3836358492,       44.7254849758,        0.3940191500,
       11.4083477014,       44.7758698929,        0.3868748404,
       11.4196268715,       44.7856909370,        0.3736051995,
       11.4079974267,       44.7657210527,        0.3828437728,
       11.4135237259,       44.7681411703,        0.3757827812,
       11.4081673044,       44.7707977735,        0.3849422427,
       11.4201914601,       44.8007029259,        0.3769933047,
       11.3461949562,       44.7353803416,        0.4659312376,
       11.3432039152,       44.7399329903,        0.4764874025,
       11.3399024468,       44.7355293742,        0.4782794121,
       11.3270094444,       44.7268501899,        0.4936944876,
       11.3242417130,       44.9055750070,        0.5398135202,
       11.3212415391,       44.9096728655,        0.5419304217,
       11.3179309385,       44.9057083283,        0.5552781367,
       11.4148355890,       44.8033202363,        0.3857730765,
       11.4152084537,       44.8132390258,        0.3871135018,
       11.4159555943,       44.8328882143,        0.3876432143,
       11.4161428987,       44.8377655906,        0.3873243252,
       11.3948870137,       44.8528027552,        0.4216121983,
       11.3947029036,       44.8479816879,        0.4226505243,
       11.4002491199,       44.8502656830,        0.4125805046,
       11.3311705867,       44.9214896986,        0.5039222425,
       11.3437965846,       44.9212240828,        0.4781716461,
       11.4172660026,       44.8667038527,        0.3817238491,
       11.4174523484,       44.8714755670,        0.3802031075,
       11.4176400028,       44.8762320519,        0.3785226785,
       11.4178277011,       44.8809733155,        0.3766893542,
       11.4182015869,       44.8904006855,        0.3725914509,
       11.4180154433,       44.8856993381,        0.3747083570,
       11.3936909809,       44.9122608944,        0.3978379981,
       11.3963211971,       44.9081953337,        0.3963871486,
       11.4066319406,       44.9198893142,        0.3736005200,
       11.4004168437,       44.9200701792,        0.3823855042,
       11.4241117623,       44.9019905893,        0.3592557618,
       11.3879359257,       44.9203393431,        0.4010086296,
       11.4192281146,       44.9138069950,        0.3598943382,
       11.3941862743,       44.9202139853,        0.3915178890,
       11.3816607395,       44.9204463627,        0.4108836788,
       11.3981675274,       44.9045750229,        0.3957233910,
       11.3963204836,       44.9003505629,        0.4011177480,
       11.4025073115,       44.9024569310,        0.3902220134,
       11.3657505359,       44.9167654870,        0.4411415845,
       11.3404851068,       44.9172929600,        0.4894275376,
       11.4109707364,       44.8451782754,        0.3951903710,
       11.4165172623,       44.8474655321,        0.3861517955,
       11.4111564637,       44.8500177043,        0.3943894279,
       11.4163302468,       44.8426279458,        0.3868261571,
       11.3248581569,       44.9216219369,        0.5174857807,
       11.3185456849,       44.9217538045,        0.5315287005,
       11.3089249766,       44.9179550483,        0.5602597086,
       11.3026128240,       44.9180863513,        0.5759916706,
       11.2963006293,       44.9182172828,        0.5922813731,
       11.4098513409,       44.8158364293,        0.3960593982,
       11.2638416327,       44.8946827564,        0.7413644649,
       11.2668467087,       44.8905524557,        0.7382238911,
       11.2701514899,       44.8945515538,        0.7182637434,
       11.2892555228,       44.7277348094,        0.5793869999,
       11.2955475264,       44.7275884143,        0.5638817735,
       11.2829622157,       44.7278808212,        0.5954113183,
       11.2766701295,       44.7280263914,        0.6119571003,
       11.2799671143,       44.7324497140,        0.6121036899,
       11.2736745866,       44.7325947547,        0.6294586009,
       11.2703767399,       44.7281715784,        0.6290380002,
       11.2673807555,       44.7327394130,        0.6473888491,
       11.2640845716,       44.7283163240,        0.6466520079,
       11.2610881457,       44.7328836309,        0.6658930246,
       11.2577923623,       44.7284606576,        0.6648047254,
       11.2547942327,       44.7330274664,        0.6849814873,
       11.2514988500,       44.7286046079,        0.6834990832,
       11.2485015414,       44.7331708619,        0.7046461136,
       11.2452065593,       44.7287481174,        0.7027230590,
       11.2422088093,       44.7333138464,        0.7248861867,
       11.2389142279,       44.7288912151,        0.7224715712,
       11.2359147745,       44.7334564484,        0.7456967437,
       11.2326205939,       44.7290339295,        0.7427350419,
       11.2296219615,       44.7335986110,        0.7670547846,
       11.2263281818,       44.7291762036,        0.7634860189,
       11.2233278459,       44.7337403911,        0.7889479469,
       11.2200344672,       44.7293180945,        0.7847071045,
       11.2170349525,       44.7338817320,        0.8113393788,
       11.2137419747,       44.7294595454,        0.8063568778,
       11.2107407566,       44.7340226906,        0.8342019227,
       11.2074481800,       44.7296006130,        0.8284030866,
       11.2044477832,       44.7341632103,        0.8574812684,
       11.2011556076,       44.7297412410,        0.8507871092,
       11.1981535075,       44.7343033475,        0.8811316390,
       11.1948617332,       44.7298814858,        0.8734584664,
       11.1918604544,       44.7344430463,        0.9050775505,
       11.1885690814,       44.7300212912,        0.8963381891,
       11.1855660994,       44.7345823626,        0.9292508230,
       11.1822751277,       44.7301607134,        0.9193544500,
